Year,Zone,Sex,Agegroup,Population,Prevalence,Crude Prevalence Rate
01/01/2009 12:00:00 AM,Western,M,50 to 59,"16,472","1,527",9.27
01/01/2009 12:00:00 AM,Western,M,60 to 69,"13,507","2,765",20.47
01/01/2009 12:00:00 AM,Western,M,70 to 79,"7,587","2,612",34.43
01/01/2009 12:00:00 AM,Western,M,80 +,"4,172","1,913",45.85
01/01/2010 12:00:00 AM,Central,F,20 to 29,"27,253",40,0.15
01/01/2010 12:00:00 AM,Central,F,30 to 39,"29,314",140,0.48
01/01/2010 12:00:00 AM,Central,F,40 to 49,"33,396",516,1.55
01/01/2010 12:00:00 AM,Central,F,50 to 59,"30,883","1,515",4.91
01/01/2010 12:00:00 AM,Central,F,60 to 69,"21,700","2,602",11.99
01/01/2010 12:00:00 AM,Central,F,70 to 79,"12,215","2,688",22.01
01/01/2010 12:00:00 AM,Central,F,80 +,"10,055","3,214",31.96
01/01/2010 12:00:00 AM,Central,M,20 to 29,"27,307",58,0.21
01/01/2010 12:00:00 AM,Central,M,30 to 39,"27,222",189,0.69
01/01/2010 12:00:00 AM,Central,M,40 to 49,"31,538",880,2.79
01/01/2010 12:00:00 AM,Central,M,50 to 59,"29,281","2,594",8.86
01/01/2010 12:00:00 AM,Central,M,60 to 69,"20,385","4,259",20.89
01/01/2010 12:00:00 AM,Central,M,70 to 79,"10,476","3,678",35.11
01/01/2010 12:00:00 AM,Central,M,80 +,"5,510","2,529",45.9
01/01/2010 12:00:00 AM,Eastern,F,20 to 29,"8,109",14,0.17
01/01/2010 12:00:00 AM,Eastern,F,30 to 39,"9,073",54,0.6
01/01/2010 12:00:00 AM,Eastern,F,40 to 49,"11,716",203,1.73
01/01/2010 12:00:00 AM,Eastern,F,50 to 59,"14,078",745,5.29
01/01/2010 12:00:00 AM,Eastern,F,60 to 69,"11,273","1,353",12
01/01/2010 12:00:00 AM,Eastern,F,70 to 79,"6,963","1,584",22.75
01/01/2010 12:00:00 AM,Eastern,F,80 +,"5,548","1,917",34.55
01/01/2010 12:00:00 AM,Eastern,M,20 to 29,"8,643",25,0.29
01/01/2010 12:00:00 AM,Eastern,M,30 to 39,"8,926",73,0.82
01/01/2010 12:00:00 AM,Eastern,M,40 to 49,"11,503",314,2.73
01/01/2010 12:00:00 AM,Eastern,M,50 to 59,"13,721","1,416",10.32
01/01/2010 12:00:00 AM,Eastern,M,60 to 69,"11,297","2,458",21.76
01/01/2010 12:00:00 AM,Eastern,M,70 to 79,"6,105","2,124",34.79
01/01/2010 12:00:00 AM,Eastern,M,80 +,"3,076","1,381",44.9
01/01/2010 12:00:00 AM,Northern,F,20 to 29,"7,913",17,0.21
01/01/2010 12:00:00 AM,Northern,F,30 to 39,"9,268",54,0.58
01/01/2010 12:00:00 AM,Northern,F,40 to 49,"11,594",199,1.72
01/01/2010 12:00:00 AM,Northern,F,50 to 59,"12,513",682,5.45
01/01/2010 12:00:00 AM,Northern,F,60 to 69,"9,785","1,231",12.58
01/01/2010 12:00:00 AM,Northern,F,70 to 79,"5,840","1,356",23.22
01/01/2010 12:00:00 AM,Northern,F,80 +,"5,077","1,783",35.12
01/01/2010 12:00:00 AM,Northern,M,20 to 29,"8,074",16,0.2
01/01/2010 12:00:00 AM,Northern,M,30 to 39,"8,964",86,0.96
01/01/2010 12:00:00 AM,Northern,M,40 to 49,"11,404",376,3.3
01/01/2010 12:00:00 AM,Northern,M,50 to 59,"12,340","1,212",9.82
01/01/2010 12:00:00 AM,Northern,M,60 to 69,"9,858","2,133",21.64
01/01/2010 12:00:00 AM,Northern,M,70 to 79,"5,263","1,828",34.73
01/01/2010 12:00:00 AM,Northern,M,80 +,"2,844","1,333",46.87
01/01/2010 12:00:00 AM,Unknown,F,20 to 29,"10,147",17,0.17
01/01/2010 12:00:00 AM,Unknown,F,30 to 39,"6,427",14,0.22
01/01/2010 12:00:00 AM,Unknown,F,40 to 49,"5,844",59,1.01
01/01/2010 12:00:00 AM,Unknown,F,50 to 59,"4,932",167,3.39
01/01/2010 12:00:00 AM,Unknown,F,60 to 69,"3,555",332,9.34
01/01/2010 12:00:00 AM,Unknown,F,70 to 79,"1,790",328,18.32
01/01/2010 12:00:00 AM,Unknown,F,80 +,"1,586",436,27.49
01/01/2010 12:00:00 AM,Unknown,M,20 to 29,"9,426",13,0.14
01/01/2010 12:00:00 AM,Unknown,M,30 to 39,"6,004",28,0.47
01/01/2010 12:00:00 AM,Unknown,M,40 to 49,"5,647",112,1.98
01/01/2010 12:00:00 AM,Unknown,M,50 to 59,"4,436",298,6.72
01/01/2010 12:00:00 AM,Unknown,M,60 to 69,"3,248",543,16.72
01/01/2010 12:00:00 AM,Unknown,M,70 to 79,"1,568",456,29.08
01/01/2010 12:00:00 AM,Unknown,M,80 +,798,315,39.47
01/01/2010 12:00:00 AM,Western,F,20 to 29,"9,924",14,0.14
01/01/2010 12:00:00 AM,Western,F,30 to 39,"11,296",50,0.44
01/01/2010 12:00:00 AM,Western,F,40 to 49,"15,446",230,1.49
01/01/2010 12:00:00 AM,Western,F,50 to 59,"17,349",778,4.48
01/01/2010 12:00:00 AM,Western,F,60 to 69,"14,284","1,506",10.54
01/01/2010 12:00:00 AM,Western,F,70 to 79,"8,525","1,820",21.35
01/01/2010 12:00:00 AM,Western,F,80 +,"6,946","2,376",34.21
01/01/2010 12:00:00 AM,Western,M,20 to 29,"10,054",33,0.33
01/01/2010 12:00:00 AM,Western,M,30 to 39,"10,809",99,0.92
01/01/2010 12:00:00 AM,Western,M,40 to 49,"14,947",453,3.03
01/01/2010 12:00:00 AM,Western,M,50 to 59,"16,830","1,542",9.16
01/01/2010 12:00:00 AM,Western,M,60 to 69,"13,936","2,802",20.11
01/01/2010 12:00:00 AM,Western,M,70 to 79,"7,915","2,664",33.66
01/01/2010 12:00:00 AM,Western,M,80 +,"4,260","1,980",46.48
01/01/2011 12:00:00 AM,Central,F,20 to 29,"27,787",41,0.15
01/01/2011 12:00:00 AM,Central,F,30 to 39,"29,535",128,0.43
01/01/2011 12:00:00 AM,Central,F,40 to 49,"33,313",465,1.4
01/01/2011 12:00:00 AM,Central,F,50 to 59,"31,896","1,525",4.78
01/01/2011 12:00:00 AM,Central,F,60 to 69,"22,702","2,624",11.56
01/01/2011 12:00:00 AM,Central,F,70 to 79,"12,547","2,707",21.57
01/01/2011 12:00:00 AM,Central,F,80 +,"10,264","3,234",31.51
01/01/2011 12:00:00 AM,Central,M,20 to 29,"28,003",50,0.18
01/01/2011 12:00:00 AM,Central,M,30 to 39,"27,397",187,0.68
01/01/2011 12:00:00 AM,Central,M,40 to 49,"31,344",819,2.61
01/01/2011 12:00:00 AM,Central,M,50 to 59,"30,479","2,599",8.53
01/01/2011 12:00:00 AM,Central,M,60 to 69,"21,137","4,306",20.37
01/01/2011 12:00:00 AM,Central,M,70 to 79,"10,856","3,799",34.99
01/01/2011 12:00:00 AM,Central,M,80 +,"5,744","2,619",45.6
01/01/2011 12:00:00 AM,Eastern,F,20 to 29,"8,136",17,0.21
01/01/2011 12:00:00 AM,Eastern,F,30 to 39,"8,944",51,0.57
01/01/2011 12:00:00 AM,Eastern,F,40 to 49,"11,444",217,1.9
01/01/2011 12:00:00 AM,Eastern,F,50 to 59,"14,173",740,5.22
01/01/2011 12:00:00 AM,Eastern,F,60 to 69,"11,645","1,349",11.58
01/01/2011 12:00:00 AM,Eastern,F,70 to 79,"7,081","1,581",22.33
01/01/2011 12:00:00 AM,Eastern,F,80 +,"5,642","1,947",34.51
01/01/2011 12:00:00 AM,Eastern,M,20 to 29,"8,764",26,0.3
01/01/2011 12:00:00 AM,Eastern,M,30 to 39,"8,812",77,0.87
01/01/2011 12:00:00 AM,Eastern,M,40 to 49,"11,242",306,2.72
01/01/2011 12:00:00 AM,Eastern,M,50 to 59,"13,768","1,371",9.96
01/01/2011 12:00:00 AM,Eastern,M,60 to 69,"11,609","2,537",21.85
01/01/2011 12:00:00 AM,Eastern,M,70 to 79,"6,332","2,223",35.11
01/01/2011 12:00:00 AM,Eastern,M,80 +,"3,132","1,408",44.96
01/01/2011 12:00:00 AM,Northern,F,20 to 29,"7,921",18,0.23
01/01/2011 12:00:00 AM,Northern,F,30 to 39,"9,152",53,0.58
01/01/2011 12:00:00 AM,Northern,F,40 to 49,"11,385",193,1.7
01/01/2011 12:00:00 AM,Northern,F,50 to 59,"12,780",698,5.46
01/01/2011 12:00:00 AM,Northern,F,60 to 69,"10,104","1,246",12.33
01/01/2011 12:00:00 AM,Northern,F,70 to 79,"5,982","1,377",23.02
01/01/2011 12:00:00 AM,Northern,F,80 +,"5,066","1,780",35.14
01/01/2011 12:00:00 AM,Northern,M,20 to 29,"8,190",15,0.18
01/01/2011 12:00:00 AM,Northern,M,30 to 39,"8,809",77,0.87
01/01/2011 12:00:00 AM,Northern,M,40 to 49,"11,256",361,3.21
01/01/2011 12:00:00 AM,Northern,M,50 to 59,"12,450","1,188",9.54
01/01/2011 12:00:00 AM,Northern,M,60 to 69,"10,245","2,175",21.23
01/01/2011 12:00:00 AM,Northern,M,70 to 79,"5,437","1,887",34.71
01/01/2011 12:00:00 AM,Northern,M,80 +,"2,908","1,363",46.87
01/01/2011 12:00:00 AM,Unknown,F,20 to 29,"9,838",19,0.19
01/01/2011 12:00:00 AM,Unknown,F,30 to 39,"6,187",16,0.26
01/01/2011 12:00:00 AM,Unknown,F,40 to 49,"5,674",62,1.09
01/01/2011 12:00:00 AM,Unknown,F,50 to 59,"4,901",160,3.26
01/01/2011 12:00:00 AM,Unknown,F,60 to 69,"3,583",318,8.88
01/01/2011 12:00:00 AM,Unknown,F,70 to 79,"1,796",315,17.54
01/01/2011 12:00:00 AM,Unknown,F,80 +,"1,537",437,28.43
01/01/2011 12:00:00 AM,Unknown,M,20 to 29,"9,103",18,0.2
01/01/2011 12:00:00 AM,Unknown,M,30 to 39,"5,810",28,0.48
01/01/2011 12:00:00 AM,Unknown,M,40 to 49,"5,450",114,2.09
01/01/2011 12:00:00 AM,Unknown,M,50 to 59,"4,500",279,6.2
01/01/2011 12:00:00 AM,Unknown,M,60 to 69,"3,271",539,16.48
01/01/2011 12:00:00 AM,Unknown,M,70 to 79,"1,603",475,29.63
01/01/2011 12:00:00 AM,Unknown,M,80 +,809,321,39.68
01/01/2011 12:00:00 AM,Western,F,20 to 29,"10,002",15,0.15
01/01/2011 12:00:00 AM,Western,F,30 to 39,"11,115",48,0.43
01/01/2011 12:00:00 AM,Western,F,40 to 49,"15,083",217,1.44
01/01/2011 12:00:00 AM,Western,F,50 to 59,"17,689",763,4.31
01/01/2011 12:00:00 AM,Western,F,60 to 69,"14,757","1,513",10.25
01/01/2011 12:00:00 AM,Western,F,70 to 79,"8,724","1,854",21.25
01/01/2011 12:00:00 AM,Western,F,80 +,"7,095","2,402",33.85
01/01/2011 12:00:00 AM,Western,M,20 to 29,"10,182",30,0.29
01/01/2011 12:00:00 AM,Western,M,30 to 39,"10,694",104,0.97
01/01/2011 12:00:00 AM,Western,M,40 to 49,"14,479",413,2.85
01/01/2011 12:00:00 AM,Western,M,50 to 59,"17,142","1,540",8.98
01/01/2011 12:00:00 AM,Western,M,60 to 69,"14,407","2,864",19.88
01/01/2011 12:00:00 AM,Western,M,70 to 79,"8,188","2,723",33.26
01/01/2011 12:00:00 AM,Western,M,80 +,"4,381","2,073",47.32
01/01/2012 12:00:00 AM,Central,F,20 to 29,"28,021",38,0.14
01/01/2012 12:00:00 AM,Central,F,30 to 39,"29,927",124,0.41
01/01/2012 12:00:00 AM,Central,F,40 to 49,"32,956",417,1.27
01/01/2012 12:00:00 AM,Central,F,50 to 59,"32,918","1,500",4.56
01/01/2012 12:00:00 AM,Central,F,60 to 69,"23,635","2,620",11.09
01/01/2012 12:00:00 AM,Central,F,70 to 79,"13,019","2,770",21.28
01/01/2012 12:00:00 AM,Central,F,80 +,"10,434","3,313",31.75
01/01/2012 12:00:00 AM,Central,M,20 to 29,"28,345",46,0.16
01/01/2012 12:00:00 AM,Central,M,30 to 39,"27,709",180,0.65
01/01/2012 12:00:00 AM,Central,M,40 to 49,"30,990",748,2.41
01/01/2012 12:00:00 AM,Central,M,50 to 59,"31,632","2,657",8.4
01/01/2012 12:00:00 AM,Central,M,60 to 69,"22,052","4,356",19.75
01/01/2012 12:00:00 AM,Central,M,70 to 79,"11,313","3,888",34.37
01/01/2012 12:00:00 AM,Central,M,80 +,"5,949","2,713",45.6
01/01/2012 12:00:00 AM,Eastern,F,20 to 29,"8,197",13,0.16
01/01/2012 12:00:00 AM,Eastern,F,30 to 39,"8,860",48,0.54
01/01/2012 12:00:00 AM,Eastern,F,40 to 49,"11,056",204,1.85
01/01/2012 12:00:00 AM,Eastern,F,50 to 59,"14,236",734,5.16
01/01/2012 12:00:00 AM,Eastern,F,60 to 69,"12,026","1,375",11.43
01/01/2012 12:00:00 AM,Eastern,F,70 to 79,"7,291","1,593",21.85
01/01/2012 12:00:00 AM,Eastern,F,80 +,"5,676","1,956",34.46
01/01/2012 12:00:00 AM,Eastern,M,20 to 29,"8,792",29,0.33
01/01/2012 12:00:00 AM,Eastern,M,30 to 39,"8,827",77,0.87
01/01/2012 12:00:00 AM,Eastern,M,40 to 49,"10,903",292,2.68
01/01/2012 12:00:00 AM,Eastern,M,50 to 59,"13,712","1,307",9.53
01/01/2012 12:00:00 AM,Eastern,M,60 to 69,"11,972","2,594",21.67
01/01/2012 12:00:00 AM,Eastern,M,70 to 79,"6,587","2,274",34.52
01/01/2012 12:00:00 AM,Eastern,M,80 +,"3,249","1,467",45.15
01/01/2012 12:00:00 AM,Northern,F,20 to 29,"7,933",15,0.19
01/01/2012 12:00:00 AM,Northern,F,30 to 39,"9,109",54,0.59
01/01/2012 12:00:00 AM,Northern,F,40 to 49,"11,155",190,1.7
01/01/2012 12:00:00 AM,Northern,F,50 to 59,"12,930",689,5.33
01/01/2012 12:00:00 AM,Northern,F,60 to 69,"10,456","1,269",12.14
01/01/2012 12:00:00 AM,Northern,F,70 to 79,"6,187","1,428",23.08
01/01/2012 12:00:00 AM,Northern,F,80 +,"5,069","1,749",34.5
01/01/2012 12:00:00 AM,Northern,M,20 to 29,"8,286",13,0.16
01/01/2012 12:00:00 AM,Northern,M,30 to 39,"8,696",75,0.86
01/01/2012 12:00:00 AM,Northern,M,40 to 49,"11,088",348,3.14
01/01/2012 12:00:00 AM,Northern,M,50 to 59,"12,507","1,196",9.56
01/01/2012 12:00:00 AM,Northern,M,60 to 69,"10,502","2,185",20.81
01/01/2012 12:00:00 AM,Northern,M,70 to 79,"5,699","1,936",33.97
01/01/2012 12:00:00 AM,Northern,M,80 +,"2,956","1,396",47.23
01/01/2012 12:00:00 AM,Unknown,F,20 to 29,"9,350",16,0.17
01/01/2012 12:00:00 AM,Unknown,F,30 to 39,"5,973",20,0.33
01/01/2012 12:00:00 AM,Unknown,F,40 to 49,"5,338",60,1.12
01/01/2012 12:00:00 AM,Unknown,F,50 to 59,"4,888",151,3.09
01/01/2012 12:00:00 AM,Unknown,F,60 to 69,"3,585",305,8.51
01/01/2012 12:00:00 AM,Unknown,F,70 to 79,"1,786",299,16.74
01/01/2012 12:00:00 AM,Unknown,F,80 +,"1,487",431,28.98
01/01/2012 12:00:00 AM,Unknown,M,20 to 29,"8,536",22,0.26
01/01/2012 12:00:00 AM,Unknown,M,30 to 39,"5,496",30,0.55
01/01/2012 12:00:00 AM,Unknown,M,40 to 49,"5,172",103,1.99
01/01/2012 12:00:00 AM,Unknown,M,50 to 59,"4,459",269,6.03
01/01/2012 12:00:00 AM,Unknown,M,60 to 69,"3,214",512,15.93
01/01/2012 12:00:00 AM,Unknown,M,70 to 79,"1,645",471,28.63
01/01/2012 12:00:00 AM,Unknown,M,80 +,832,335,40.26
01/01/2012 12:00:00 AM,Western,F,20 to 29,"10,064",16,0.16
01/01/2012 12:00:00 AM,Western,F,30 to 39,"11,008",51,0.46
01/01/2012 12:00:00 AM,Western,F,40 to 49,"14,678",201,1.37
01/01/2012 12:00:00 AM,Western,F,50 to 59,"17,969",744,4.14
01/01/2012 12:00:00 AM,Western,F,60 to 69,"15,173","1,519",10.01
01/01/2012 12:00:00 AM,Western,F,70 to 79,"9,091","1,872",20.59
01/01/2012 12:00:00 AM,Western,F,80 +,"7,199","2,428",33.73
01/01/2012 12:00:00 AM,Western,M,20 to 29,"10,306",22,0.21
01/01/2012 12:00:00 AM,Western,M,30 to 39,"10,545",101,0.96
01/01/2012 12:00:00 AM,Western,M,40 to 49,"14,128",405,2.87
01/01/2012 12:00:00 AM,Western,M,50 to 59,"17,385","1,510",8.69
01/01/2012 12:00:00 AM,Western,M,60 to 69,"14,831","2,912",19.63
01/01/2012 12:00:00 AM,Western,M,70 to 79,"8,487","2,774",32.69
01/01/2012 12:00:00 AM,Western,M,80 +,"4,519","2,138",47.31
01/01/2013 12:00:00 AM,Central,F,20 to 29,"28,636",37,0.13
01/01/2013 12:00:00 AM,Central,F,30 to 39,"30,165",124,0.41
01/01/2013 12:00:00 AM,Central,F,40 to 49,"32,795",387,1.18
01/01/2013 12:00:00 AM,Central,F,50 to 59,"33,806","1,455",4.3
01/01/2013 12:00:00 AM,Central,F,60 to 69,"24,676","2,651",10.74
01/01/2013 12:00:00 AM,Central,F,70 to 79,"13,562","2,820",20.79
01/01/2013 12:00:00 AM,Central,F,80 +,"10,616","3,348",31.54
01/01/2013 12:00:00 AM,Central,M,20 to 29,"28,760",37,0.13
01/01/2013 12:00:00 AM,Central,M,30 to 39,"28,326",188,0.66
01/01/2013 12:00:00 AM,Central,M,40 to 49,"30,706",702,2.29
01/01/2013 12:00:00 AM,Central,M,50 to 59,"32,796","2,663",8.12
01/01/2013 12:00:00 AM,Central,M,60 to 69,"22,990","4,430",19.27
01/01/2013 12:00:00 AM,Central,M,70 to 79,"11,890","4,016",33.78
01/01/2013 12:00:00 AM,Central,M,80 +,"6,131","2,784",45.41
01/01/2013 12:00:00 AM,Eastern,F,20 to 29,"8,253",11,0.13
01/01/2013 12:00:00 AM,Eastern,F,30 to 39,"8,800",52,0.59
01/01/2013 12:00:00 AM,Eastern,F,40 to 49,"10,788",195,1.81
01/01/2013 12:00:00 AM,Eastern,F,50 to 59,"14,150",705,4.98
01/01/2013 12:00:00 AM,Eastern,F,60 to 69,"12,368","1,352",10.93
01/01/2013 12:00:00 AM,Eastern,F,70 to 79,"7,568","1,622",21.43
01/01/2013 12:00:00 AM,Eastern,F,80 +,"5,740","1,941",33.82
01/01/2013 12:00:00 AM,Eastern,M,20 to 29,"8,802",23,0.26
01/01/2013 12:00:00 AM,Eastern,M,30 to 39,"8,882",84,0.95
01/01/2013 12:00:00 AM,Eastern,M,40 to 49,"10,641",281,2.64
01/01/2013 12:00:00 AM,Eastern,M,50 to 59,"13,605","1,266",9.31
01/01/2013 12:00:00 AM,Eastern,M,60 to 69,"12,324","2,627",21.32
01/01/2013 12:00:00 AM,Eastern,M,70 to 79,"6,872","2,334",33.96
01/01/2013 12:00:00 AM,Eastern,M,80 +,"3,320","1,505",45.33
01/01/2013 12:00:00 AM,Northern,F,20 to 29,"7,929",13,0.16
01/01/2013 12:00:00 AM,Northern,F,30 to 39,"9,002",54,0.6
01/01/2013 12:00:00 AM,Northern,F,40 to 49,"11,029",181,1.64
01/01/2013 12:00:00 AM,Northern,F,50 to 59,"12,960",692,5.34
01/01/2013 12:00:00 AM,Northern,F,60 to 69,"10,888","1,242",11.41
01/01/2013 12:00:00 AM,Northern,F,70 to 79,"6,370","1,450",22.76
01/01/2013 12:00:00 AM,Northern,F,80 +,"5,101","1,751",34.33
01/01/2013 12:00:00 AM,Northern,M,20 to 29,"8,306",13,0.16
01/01/2013 12:00:00 AM,Northern,M,30 to 39,"8,762",75,0.86
01/01/2013 12:00:00 AM,Northern,M,40 to 49,"10,897",324,2.97
01/01/2013 12:00:00 AM,Northern,M,50 to 59,"12,618","1,175",9.31
01/01/2013 12:00:00 AM,Northern,M,60 to 69,"10,820","2,237",20.67
01/01/2013 12:00:00 AM,Northern,M,70 to 79,"5,978","1,977",33.07
01/01/2013 12:00:00 AM,Northern,M,80 +,"3,041","1,414",46.5
01/01/2013 12:00:00 AM,Unknown,F,20 to 29,"8,627",9,0.1
01/01/2013 12:00:00 AM,Unknown,F,30 to 39,"5,559",20,0.36
01/01/2013 12:00:00 AM,Unknown,F,40 to 49,"4,976",45,0.9
01/01/2013 12:00:00 AM,Unknown,F,50 to 59,"4,724",149,3.15
01/01/2013 12:00:00 AM,Unknown,F,60 to 69,"3,523",278,7.89
01/01/2013 12:00:00 AM,Unknown,F,70 to 79,"1,841",304,16.51
01/01/2013 12:00:00 AM,Unknown,F,80 +,"1,437",410,28.53
01/01/2013 12:00:00 AM,Unknown,M,20 to 29,"7,664",16,0.21
01/01/2013 12:00:00 AM,Unknown,M,30 to 39,"5,175",31,0.6
01/01/2013 12:00:00 AM,Unknown,M,40 to 49,"4,800",97,2.02
01/01/2013 12:00:00 AM,Unknown,M,50 to 59,"4,470",260,5.82
01/01/2013 12:00:00 AM,Unknown,M,60 to 69,"3,205",508,15.85
01/01/2013 12:00:00 AM,Unknown,M,70 to 79,"1,633",464,28.41
01/01/2013 12:00:00 AM,Unknown,M,80 +,869,331,38.09
01/01/2013 12:00:00 AM,Western,F,20 to 29,"10,147",21,0.21
01/01/2013 12:00:00 AM,Western,F,30 to 39,"10,972",54,0.49
01/01/2013 12:00:00 AM,Western,F,40 to 49,"14,139",178,1.26
01/01/2013 12:00:00 AM,Western,F,50 to 59,"18,252",733,4.02
01/01/2013 12:00:00 AM,Western,F,60 to 69,"15,626","1,499",9.59
01/01/2013 12:00:00 AM,Western,F,70 to 79,"9,463","1,885",19.92
01/01/2013 12:00:00 AM,Western,F,80 +,"7,298","2,439",33.42
01/01/2013 12:00:00 AM,Western,M,20 to 29,"10,411",20,0.19
01/01/2013 12:00:00 AM,Western,M,30 to 39,"10,497",100,0.95
01/01/2013 12:00:00 AM,Western,M,40 to 49,"13,742",379,2.76
01/01/2013 12:00:00 AM,Western,M,50 to 59,"17,598","1,471",8.36
01/01/2013 12:00:00 AM,Western,M,60 to 69,"15,287","2,972",19.44
01/01/2013 12:00:00 AM,Western,M,70 to 79,"8,837","2,838",32.11
01/01/2013 12:00:00 AM,Western,M,80 +,"4,607","2,144",46.54
01/01/2014 12:00:00 AM,Central,F,20 to 29,"28,982",36,0.12
01/01/2014 12:00:00 AM,Central,F,30 to 39,"30,667",133,0.43
01/01/2014 12:00:00 AM,Central,F,40 to 49,"32,411",354,1.09
01/01/2014 12:00:00 AM,Central,F,50 to 59,"34,632","1,414",4.08
01/01/2014 12:00:00 AM,Central,F,60 to 69,"25,737","2,651",10.3
01/01/2014 12:00:00 AM,Central,F,70 to 79,"14,198","2,912",20.51
01/01/2014 12:00:00 AM,Central,F,80 +,"10,749","3,307",30.77
01/01/2014 12:00:00 AM,Central,M,20 to 29,"29,130",37,0.13
01/01/2014 12:00:00 AM,Central,M,30 to 39,"28,921",184,0.64
01/01/2014 12:00:00 AM,Central,M,40 to 49,"30,421",643,2.11
01/01/2014 12:00:00 AM,Central,M,50 to 59,"33,576","2,613",7.78
01/01/2014 12:00:00 AM,Central,M,60 to 69,"23,952","4,500",18.79
01/01/2014 12:00:00 AM,Central,M,70 to 79,"12,535","4,126",32.92
01/01/2014 12:00:00 AM,Central,M,80 +,"6,346","2,875",45.3
01/01/2014 12:00:00 AM,Eastern,F,20 to 29,"8,336",14,0.17
01/01/2014 12:00:00 AM,Eastern,F,30 to 39,"8,717",54,0.62
01/01/2014 12:00:00 AM,Eastern,F,40 to 49,"10,455",180,1.72
01/01/2014 12:00:00 AM,Eastern,F,50 to 59,"14,117",679,4.81
01/01/2014 12:00:00 AM,Eastern,F,60 to 69,"12,799","1,373",10.73
01/01/2014 12:00:00 AM,Eastern,F,70 to 79,"7,823","1,621",20.72
01/01/2014 12:00:00 AM,Eastern,F,80 +,"5,783","1,934",33.44
01/01/2014 12:00:00 AM,Eastern,M,20 to 29,"8,894",23,0.26
01/01/2014 12:00:00 AM,Eastern,M,30 to 39,"8,784",80,0.91
01/01/2014 12:00:00 AM,Eastern,M,40 to 49,"10,443",278,2.66
01/01/2014 12:00:00 AM,Eastern,M,50 to 59,"13,451","1,174",8.73
01/01/2014 12:00:00 AM,Eastern,M,60 to 69,"12,767","2,682",21.01
01/01/2014 12:00:00 AM,Eastern,M,70 to 79,"7,053","2,369",33.59
01/01/2014 12:00:00 AM,Eastern,M,80 +,"3,405","1,544",45.35
01/01/2014 12:00:00 AM,Northern,F,20 to 29,"8,014",17,0.21
01/01/2014 12:00:00 AM,Northern,F,30 to 39,"8,876",54,0.61
01/01/2014 12:00:00 AM,Northern,F,40 to 49,"10,845",175,1.61
01/01/2014 12:00:00 AM,Northern,F,50 to 59,"12,930",657,5.08
01/01/2014 12:00:00 AM,Northern,F,60 to 69,"11,382","1,287",11.31
01/01/2014 12:00:00 AM,Northern,F,70 to 79,"6,533","1,496",22.9
01/01/2014 12:00:00 AM,Northern,F,80 +,"5,127","1,711",33.37
01/01/2014 12:00:00 AM,Northern,M,20 to 29,"8,338",10,0.12
01/01/2014 12:00:00 AM,Northern,M,30 to 39,"8,729",76,0.87
01/01/2014 12:00:00 AM,Northern,M,40 to 49,"10,562",284,2.69
01/01/2014 12:00:00 AM,Northern,M,50 to 59,"12,713","1,166",9.17
01/01/2014 12:00:00 AM,Northern,M,60 to 69,"11,190","2,273",20.31
01/01/2014 12:00:00 AM,Northern,M,70 to 79,"6,230","2,062",33.1
01/01/2014 12:00:00 AM,Northern,M,80 +,"3,106","1,420",45.72
01/01/2014 12:00:00 AM,Unknown,F,20 to 29,"7,654",6,0.08
01/01/2014 12:00:00 AM,Unknown,F,30 to 39,"5,090",22,0.43
01/01/2014 12:00:00 AM,Unknown,F,40 to 49,"4,552",37,0.81
01/01/2014 12:00:00 AM,Unknown,F,50 to 59,"4,550",132,2.9
01/01/2014 12:00:00 AM,Unknown,F,60 to 69,"3,477",270,7.77
01/01/2014 12:00:00 AM,Unknown,F,70 to 79,"1,841",305,16.57
01/01/2014 12:00:00 AM,Unknown,F,80 +,"1,387",371,26.75
01/01/2014 12:00:00 AM,Unknown,M,20 to 29,"6,728",14,0.21
01/01/2014 12:00:00 AM,Unknown,M,30 to 39,"4,724",31,0.66
01/01/2014 12:00:00 AM,Unknown,M,40 to 49,"4,368",85,1.95
01/01/2014 12:00:00 AM,Unknown,M,50 to 59,"4,296",244,5.68
01/01/2014 12:00:00 AM,Unknown,M,60 to 69,"3,140",474,15.1
01/01/2014 12:00:00 AM,Unknown,M,70 to 79,"1,648",473,28.7
01/01/2014 12:00:00 AM,Unknown,M,80 +,887,331,37.32
01/01/2014 12:00:00 AM,Western,F,20 to 29,"10,195",21,0.21
01/01/2014 12:00:00 AM,Western,F,30 to 39,"10,944",61,0.56
01/01/2014 12:00:00 AM,Western,F,40 to 49,"13,683",159,1.16
01/01/2014 12:00:00 AM,Western,F,50 to 59,"18,348",705,3.84
01/01/2014 12:00:00 AM,Western,F,60 to 69,"16,229","1,509",9.3
01/01/2014 12:00:00 AM,Western,F,70 to 79,"9,770","1,876",19.2
01/01/2014 12:00:00 AM,Western,F,80 +,"7,436","2,429",32.67
01/01/2014 12:00:00 AM,Western,M,20 to 29,"10,476",17,0.16
01/01/2014 12:00:00 AM,Western,M,30 to 39,"10,479",99,0.94
01/01/2014 12:00:00 AM,Western,M,40 to 49,"13,282",354,2.67
01/01/2014 12:00:00 AM,Western,M,50 to 59,"17,698","1,474",8.33
01/01/2014 12:00:00 AM,Western,M,60 to 69,"15,747","2,980",18.92
01/01/2014 12:00:00 AM,Western,M,70 to 79,"9,167","2,895",31.58
