Year,Zone,Sex,Agegroup,Population,Prevalence,Crude Prevalence Rate
01/01/2014 12:00:00 AM,Western,M,80 +,"4,784","2,213",46.26
01/01/2015 12:00:00 AM,Central,F,20 to 29,"29,557",36,0.12
01/01/2015 12:00:00 AM,Central,F,30 to 39,"31,290",136,0.43
01/01/2015 12:00:00 AM,Central,F,40 to 49,"32,516",344,1.06
01/01/2015 12:00:00 AM,Central,F,50 to 59,"35,039","1,370",3.91
01/01/2015 12:00:00 AM,Central,F,60 to 69,"26,923","2,683",9.97
01/01/2015 12:00:00 AM,Central,F,70 to 79,"14,924","3,005",20.14
01/01/2015 12:00:00 AM,Central,F,80 +,"10,710","3,269",30.52
01/01/2015 12:00:00 AM,Central,M,20 to 29,"29,485",38,0.13
01/01/2015 12:00:00 AM,Central,M,30 to 39,"29,802",181,0.61
01/01/2015 12:00:00 AM,Central,M,40 to 49,"30,434",606,1.99
01/01/2015 12:00:00 AM,Central,M,50 to 59,"34,170","2,638",7.72
01/01/2015 12:00:00 AM,Central,M,60 to 69,"24,985","4,552",18.22
01/01/2015 12:00:00 AM,Central,M,70 to 79,"13,153","4,283",32.56
01/01/2015 12:00:00 AM,Central,M,80 +,"6,531","2,919",44.69
01/01/2015 12:00:00 AM,Eastern,F,20 to 29,"8,462",12,0.14
01/01/2015 12:00:00 AM,Eastern,F,30 to 39,"8,719",56,0.64
01/01/2015 12:00:00 AM,Eastern,F,40 to 49,"10,251",169,1.65
01/01/2015 12:00:00 AM,Eastern,F,50 to 59,"13,960",681,4.88
01/01/2015 12:00:00 AM,Eastern,F,60 to 69,"13,210","1,404",10.63
01/01/2015 12:00:00 AM,Eastern,F,70 to 79,"8,042","1,607",19.98
01/01/2015 12:00:00 AM,Eastern,F,80 +,"5,818","1,938",33.31
01/01/2015 12:00:00 AM,Eastern,M,20 to 29,"8,988",21,0.23
01/01/2015 12:00:00 AM,Eastern,M,30 to 39,"8,824",81,0.92
01/01/2015 12:00:00 AM,Eastern,M,40 to 49,"10,357",275,2.66
01/01/2015 12:00:00 AM,Eastern,M,50 to 59,"13,251","1,140",8.6
01/01/2015 12:00:00 AM,Eastern,M,60 to 69,"13,034","2,719",20.86
01/01/2015 12:00:00 AM,Eastern,M,70 to 79,"7,277","2,405",33.05
01/01/2015 12:00:00 AM,Eastern,M,80 +,"3,520","1,561",44.35
01/01/2015 12:00:00 AM,Northern,F,20 to 29,"8,147",17,0.21
01/01/2015 12:00:00 AM,Northern,F,30 to 39,"8,877",56,0.63
01/01/2015 12:00:00 AM,Northern,F,40 to 49,"10,628",164,1.54
01/01/2015 12:00:00 AM,Northern,F,50 to 59,"12,929",659,5.1
01/01/2015 12:00:00 AM,Northern,F,60 to 69,"11,698","1,264",10.81
01/01/2015 12:00:00 AM,Northern,F,70 to 79,"6,799","1,524",22.42
01/01/2015 12:00:00 AM,Northern,F,80 +,"5,080","1,677",33.01
01/01/2015 12:00:00 AM,Northern,M,20 to 29,"8,462",9,0.11
01/01/2015 12:00:00 AM,Northern,M,30 to 39,"8,736",80,0.92
01/01/2015 12:00:00 AM,Northern,M,40 to 49,"10,422",267,2.56
01/01/2015 12:00:00 AM,Northern,M,50 to 59,"12,613","1,127",8.94
01/01/2015 12:00:00 AM,Northern,M,60 to 69,"11,521","2,307",20.02
01/01/2015 12:00:00 AM,Northern,M,70 to 79,"6,502","2,153",33.11
01/01/2015 12:00:00 AM,Northern,M,80 +,"3,180","1,431",45
01/01/2015 12:00:00 AM,Unknown,F,20 to 29,"6,444",5,0.08
01/01/2015 12:00:00 AM,Unknown,F,30 to 39,"4,616",21,0.45
01/01/2015 12:00:00 AM,Unknown,F,40 to 49,"4,181",30,0.72
01/01/2015 12:00:00 AM,Unknown,F,50 to 59,"4,179",101,2.42
01/01/2015 12:00:00 AM,Unknown,F,60 to 69,"3,396",250,7.36
01/01/2015 12:00:00 AM,Unknown,F,70 to 79,"1,819",294,16.16
01/01/2015 12:00:00 AM,Unknown,F,80 +,"1,347",355,26.35
01/01/2015 12:00:00 AM,Unknown,M,20 to 29,"5,656",7,0.12
01/01/2015 12:00:00 AM,Unknown,M,30 to 39,"4,229",29,0.69
01/01/2015 12:00:00 AM,Unknown,M,40 to 49,"3,964",75,1.89
01/01/2015 12:00:00 AM,Unknown,M,50 to 59,"4,018",211,5.25
01/01/2015 12:00:00 AM,Unknown,M,60 to 69,"3,099",459,14.81
01/01/2015 12:00:00 AM,Unknown,M,70 to 79,"1,662",476,28.64
01/01/2015 12:00:00 AM,Unknown,M,80 +,893,327,36.62
01/01/2015 12:00:00 AM,Western,F,20 to 29,"10,352",18,0.17
01/01/2015 12:00:00 AM,Western,F,30 to 39,"10,990",64,0.58
01/01/2015 12:00:00 AM,Western,F,40 to 49,"13,362",148,1.11
01/01/2015 12:00:00 AM,Western,F,50 to 59,"18,325",697,3.8
01/01/2015 12:00:00 AM,Western,F,60 to 69,"16,707","1,517",9.08
01/01/2015 12:00:00 AM,Western,F,70 to 79,"10,220","1,919",18.78
01/01/2015 12:00:00 AM,Western,F,80 +,"7,530","2,427",32.23
01/01/2015 12:00:00 AM,Western,M,20 to 29,"10,694",14,0.13
01/01/2015 12:00:00 AM,Western,M,30 to 39,"10,523",101,0.96
01/01/2015 12:00:00 AM,Western,M,40 to 49,"13,009",348,2.68
01/01/2015 12:00:00 AM,Western,M,50 to 59,"17,700","1,420",8.02
01/01/2015 12:00:00 AM,Western,M,60 to 69,"16,150","3,049",18.88
01/01/2015 12:00:00 AM,Western,M,70 to 79,"9,582","2,974",31.04
01/01/2015 12:00:00 AM,Western,M,80 +,"4,948","2,251",45.49
01/01/2016 12:00:00 AM,Central,F,20 to 29,"30,153",35,0.12
01/01/2016 12:00:00 AM,Central,F,30 to 39,"32,474",135,0.42
01/01/2016 12:00:00 AM,Central,F,40 to 49,"32,614",347,1.06
01/01/2016 12:00:00 AM,Central,F,50 to 59,"35,379","1,336",3.78
01/01/2016 12:00:00 AM,Central,F,60 to 69,"27,693","2,676",9.66
01/01/2016 12:00:00 AM,Central,F,70 to 79,"16,059","3,108",19.35
01/01/2016 12:00:00 AM,Central,F,80 +,"10,830","3,280",30.29
01/01/2016 12:00:00 AM,Central,M,20 to 29,"30,190",39,0.13
01/01/2016 12:00:00 AM,Central,M,30 to 39,"30,958",184,0.59
01/01/2016 12:00:00 AM,Central,M,40 to 49,"30,774",620,2.01
01/01/2016 12:00:00 AM,Central,M,50 to 59,"34,501","2,611",7.57
01/01/2016 12:00:00 AM,Central,M,60 to 69,"25,736","4,536",17.63
01/01/2016 12:00:00 AM,Central,M,70 to 79,"14,115","4,463",31.62
01/01/2016 12:00:00 AM,Central,M,80 +,"6,782","3,022",44.56
01/01/2016 12:00:00 AM,Eastern,F,20 to 29,"8,610",9,0.1
01/01/2016 12:00:00 AM,Eastern,F,30 to 39,"8,809",66,0.75
01/01/2016 12:00:00 AM,Eastern,F,40 to 49,"10,056",160,1.59
01/01/2016 12:00:00 AM,Eastern,F,50 to 59,"13,702",649,4.74
01/01/2016 12:00:00 AM,Eastern,F,60 to 69,"13,365","1,383",10.35
01/01/2016 12:00:00 AM,Eastern,F,70 to 79,"8,449","1,668",19.74
01/01/2016 12:00:00 AM,Eastern,F,80 +,"5,942","1,928",32.45
01/01/2016 12:00:00 AM,Eastern,M,20 to 29,"9,129",17,0.19
01/01/2016 12:00:00 AM,Eastern,M,30 to 39,"8,947",77,0.86
01/01/2016 12:00:00 AM,Eastern,M,40 to 49,"10,156",261,2.57
01/01/2016 12:00:00 AM,Eastern,M,50 to 59,"13,087","1,104",8.44
01/01/2016 12:00:00 AM,Eastern,M,60 to 69,"13,115","2,644",20.16
01/01/2016 12:00:00 AM,Eastern,M,70 to 79,"7,752","2,546",32.84
01/01/2016 12:00:00 AM,Eastern,M,80 +,"3,630","1,600",44.08
01/01/2016 12:00:00 AM,Northern,F,20 to 29,"8,318",11,0.13
01/01/2016 12:00:00 AM,Northern,F,30 to 39,"8,849",62,0.7
01/01/2016 12:00:00 AM,Northern,F,40 to 49,"10,571",156,1.48
01/01/2016 12:00:00 AM,Northern,F,50 to 59,"12,904",636,4.93
01/01/2016 12:00:00 AM,Northern,F,60 to 69,"11,839","1,259",10.63
01/01/2016 12:00:00 AM,Northern,F,70 to 79,"7,215","1,536",21.29
01/01/2016 12:00:00 AM,Northern,F,80 +,"5,161","1,670",32.36
01/01/2016 12:00:00 AM,Northern,M,20 to 29,"8,739",8,0.09
01/01/2016 12:00:00 AM,Northern,M,30 to 39,"8,711",79,0.91
01/01/2016 12:00:00 AM,Northern,M,40 to 49,"10,396",267,2.57
01/01/2016 12:00:00 AM,Northern,M,50 to 59,"12,533","1,074",8.57
01/01/2016 12:00:00 AM,Northern,M,60 to 69,"11,657","2,266",19.44
01/01/2016 12:00:00 AM,Northern,M,70 to 79,"6,976","2,276",32.63
01/01/2016 12:00:00 AM,Northern,M,80 +,"3,291","1,475",44.82
01/01/2016 12:00:00 AM,Unknown,F,20 to 29,"5,404",4,0.07
01/01/2016 12:00:00 AM,Unknown,F,30 to 39,"4,096",17,0.42
01/01/2016 12:00:00 AM,Unknown,F,40 to 49,"3,730",26,0.7
01/01/2016 12:00:00 AM,Unknown,F,50 to 59,"3,854",87,2.26
01/01/2016 12:00:00 AM,Unknown,F,60 to 69,"3,207",209,6.52
01/01/2016 12:00:00 AM,Unknown,F,70 to 79,"1,879",290,15.43
01/01/2016 12:00:00 AM,Unknown,F,80 +,"1,307",341,26.09
01/01/2016 12:00:00 AM,Unknown,M,20 to 29,"4,752",2,0.04
01/01/2016 12:00:00 AM,Unknown,M,30 to 39,"3,811",19,0.5
01/01/2016 12:00:00 AM,Unknown,M,40 to 49,"3,555",67,1.88
01/01/2016 12:00:00 AM,Unknown,M,50 to 59,"3,695",195,5.28
01/01/2016 12:00:00 AM,Unknown,M,60 to 69,"2,988",417,13.96
01/01/2016 12:00:00 AM,Unknown,M,70 to 79,"1,686",486,28.83
01/01/2016 12:00:00 AM,Unknown,M,80 +,915,329,35.96
01/01/2016 12:00:00 AM,Western,F,20 to 29,"10,550",16,0.15
01/01/2016 12:00:00 AM,Western,F,30 to 39,"11,139",57,0.51
01/01/2016 12:00:00 AM,Western,F,40 to 49,"13,250",152,1.15
01/01/2016 12:00:00 AM,Western,F,50 to 59,"18,168",662,3.64
01/01/2016 12:00:00 AM,Western,F,60 to 69,"16,967","1,473",8.68
01/01/2016 12:00:00 AM,Western,F,70 to 79,"10,957","1,960",17.89
01/01/2016 12:00:00 AM,Western,F,80 +,"7,609","2,424",31.86
01/01/2016 12:00:00 AM,Western,M,20 to 29,"10,933",14,0.13
01/01/2016 12:00:00 AM,Western,M,30 to 39,"10,703",87,0.81
01/01/2016 12:00:00 AM,Western,M,40 to 49,"12,824",360,2.81
01/01/2016 12:00:00 AM,Western,M,50 to 59,"17,578","1,400",7.96
01/01/2016 12:00:00 AM,Western,M,60 to 69,"16,381","2,965",18.1
01/01/2016 12:00:00 AM,Western,M,70 to 79,"10,252","3,131",30.54
01/01/2016 12:00:00 AM,Western,M,80 +,"5,161","2,298",44.53
01/01/2017 12:00:00 AM,Central,F,20 to 29,"30,800",28,0.09
01/01/2017 12:00:00 AM,Central,F,30 to 39,"33,816",128,0.38
01/01/2017 12:00:00 AM,Central,F,40 to 49,"32,959",329,1
01/01/2017 12:00:00 AM,Central,F,50 to 59,"35,639","1,221",3.43
01/01/2017 12:00:00 AM,Central,F,60 to 69,"28,423","2,577",9.07
01/01/2017 12:00:00 AM,Central,F,70 to 79,"17,312","3,120",18.02
01/01/2017 12:00:00 AM,Central,F,80 +,"11,033","3,262",29.57
01/01/2017 12:00:00 AM,Central,M,20 to 29,"30,861",35,0.11
01/01/2017 12:00:00 AM,Central,M,30 to 39,"32,270",176,0.55
01/01/2017 12:00:00 AM,Central,M,40 to 49,"31,342",619,1.97
01/01/2017 12:00:00 AM,Central,M,50 to 59,"34,451","2,468",7.16
01/01/2017 12:00:00 AM,Central,M,60 to 69,"26,625","4,389",16.48
01/01/2017 12:00:00 AM,Central,M,70 to 79,"15,288","4,624",30.25
01/01/2017 12:00:00 AM,Central,M,80 +,"6,998","3,049",43.57
01/01/2017 12:00:00 AM,Eastern,F,20 to 29,"8,796",14,0.16
01/01/2017 12:00:00 AM,Eastern,F,30 to 39,"8,850",50,0.56
01/01/2017 12:00:00 AM,Eastern,F,40 to 49,"10,009",163,1.63
01/01/2017 12:00:00 AM,Eastern,F,50 to 59,"13,312",589,4.42
01/01/2017 12:00:00 AM,Eastern,F,60 to 69,"13,569","1,342",9.89
01/01/2017 12:00:00 AM,Eastern,F,70 to 79,"8,984","1,674",18.63
01/01/2017 12:00:00 AM,Eastern,F,80 +,"6,016","1,889",31.4
01/01/2017 12:00:00 AM,Eastern,M,20 to 29,"9,258",14,0.15
01/01/2017 12:00:00 AM,Eastern,M,30 to 39,"9,108",72,0.79
01/01/2017 12:00:00 AM,Eastern,M,40 to 49,"10,037",260,2.59
01/01/2017 12:00:00 AM,Eastern,M,50 to 59,"12,883","1,012",7.86
01/01/2017 12:00:00 AM,Eastern,M,60 to 69,"13,174","2,520",19.13
01/01/2017 12:00:00 AM,Eastern,M,70 to 79,"8,214","2,604",31.7
01/01/2017 12:00:00 AM,Eastern,M,80 +,"3,781","1,634",43.22
01/01/2017 12:00:00 AM,Northern,F,20 to 29,"8,411",9,0.11
01/01/2017 12:00:00 AM,Northern,F,30 to 39,"8,922",55,0.62
01/01/2017 12:00:00 AM,Northern,F,40 to 49,"10,466",151,1.44
01/01/2017 12:00:00 AM,Northern,F,50 to 59,"12,756",585,4.59
01/01/2017 12:00:00 AM,Northern,F,60 to 69,"12,032","1,207",10.03
01/01/2017 12:00:00 AM,Northern,F,70 to 79,"7,789","1,583",20.32
01/01/2017 12:00:00 AM,Northern,F,80 +,"5,148","1,620",31.47
01/01/2017 12:00:00 AM,Northern,M,20 to 29,"8,905",9,0.1
01/01/2017 12:00:00 AM,Northern,M,30 to 39,"8,747",73,0.83
01/01/2017 12:00:00 AM,Northern,M,40 to 49,"10,358",246,2.37
01/01/2017 12:00:00 AM,Northern,M,50 to 59,"12,396","1,014",8.18
01/01/2017 12:00:00 AM,Northern,M,60 to 69,"11,845","2,194",18.52
01/01/2017 12:00:00 AM,Northern,M,70 to 79,"7,359","2,324",31.58
01/01/2017 12:00:00 AM,Northern,M,80 +,"3,460","1,497",43.27
01/01/2017 12:00:00 AM,Unknown,F,20 to 29,"4,386",3,0.07
01/01/2017 12:00:00 AM,Unknown,F,30 to 39,"3,602",13,0.36
01/01/2017 12:00:00 AM,Unknown,F,40 to 49,"3,334",25,0.75
01/01/2017 12:00:00 AM,Unknown,F,50 to 59,"3,482",83,2.38
01/01/2017 12:00:00 AM,Unknown,F,60 to 69,"3,031",184,6.07
01/01/2017 12:00:00 AM,Unknown,F,70 to 79,"1,918",270,14.08
01/01/2017 12:00:00 AM,Unknown,F,80 +,"1,261",316,25.06
01/01/2017 12:00:00 AM,Unknown,M,20 to 29,"3,809",1,0.03
01/01/2017 12:00:00 AM,Unknown,M,30 to 39,"3,447",14,0.41
01/01/2017 12:00:00 AM,Unknown,M,40 to 49,"3,179",59,1.86
01/01/2017 12:00:00 AM,Unknown,M,50 to 59,"3,381",166,4.91
01/01/2017 12:00:00 AM,Unknown,M,60 to 69,"2,814",369,13.11
01/01/2017 12:00:00 AM,Unknown,M,70 to 79,"1,724",469,27.2
01/01/2017 12:00:00 AM,Unknown,M,80 +,951,339,35.65
01/01/2017 12:00:00 AM,Western,F,20 to 29,"10,805",15,0.14
01/01/2017 12:00:00 AM,Western,F,30 to 39,"11,306",56,0.5
01/01/2017 12:00:00 AM,Western,F,40 to 49,"13,165",140,1.06
01/01/2017 12:00:00 AM,Western,F,50 to 59,"17,921",610,3.4
01/01/2017 12:00:00 AM,Western,F,60 to 69,"17,310","1,398",8.08
01/01/2017 12:00:00 AM,Western,F,70 to 79,"11,653","1,968",16.89
01/01/2017 12:00:00 AM,Western,F,80 +,"7,745","2,368",30.57
01/01/2017 12:00:00 AM,Western,M,20 to 29,"11,171",12,0.11
01/01/2017 12:00:00 AM,Western,M,30 to 39,"10,847",78,0.72
01/01/2017 12:00:00 AM,Western,M,40 to 49,"12,697",334,2.63
01/01/2017 12:00:00 AM,Western,M,50 to 59,"17,255","1,268",7.35
01/01/2017 12:00:00 AM,Western,M,60 to 69,"16,723","2,854",17.07
01/01/2017 12:00:00 AM,Western,M,70 to 79,"10,927","3,218",29.45
01/01/2017 12:00:00 AM,Western,M,80 +,"5,355","2,321",43.34
