Year,Zone,Sex,Agegroup,Population,Prevalence,Crude Prevalence Rate
01/01/2016 12:00:00 AM,Unknown,F,55 to 64,"3,597",351,9.76
01/01/2016 12:00:00 AM,Unknown,F,65 to 74,"2,600",386,14.85
01/01/2016 12:00:00 AM,Unknown,F,75 +,"2,079",468,22.51
01/01/2016 12:00:00 AM,Unknown,M,35 to 44,"3,471",35,1.01
01/01/2016 12:00:00 AM,Unknown,M,45 to 54,"3,712",124,3.34
01/01/2016 12:00:00 AM,Unknown,M,55 to 64,"3,370",286,8.49
01/01/2016 12:00:00 AM,Unknown,M,65 to 74,"2,434",358,14.71
01/01/2016 12:00:00 AM,Unknown,M,75 +,"1,587",385,24.26
01/01/2016 12:00:00 AM,Western,F,35 to 44,"11,875",209,1.76
01/01/2016 12:00:00 AM,Western,F,45 to 54,"15,749","1,220",7.75
01/01/2016 12:00:00 AM,Western,F,55 to 64,"18,294","2,543",13.9
01/01/2016 12:00:00 AM,Western,F,65 to 74,"14,564","2,732",18.76
01/01/2016 12:00:00 AM,Western,F,75 +,"12,137","2,904",23.93
01/01/2016 12:00:00 AM,Western,M,35 to 44,"11,426",182,1.59
01/01/2016 12:00:00 AM,Western,M,45 to 54,"15,157","1,040",6.86
01/01/2016 12:00:00 AM,Western,M,55 to 64,"17,643","2,434",13.8
01/01/2016 12:00:00 AM,Western,M,65 to 74,"14,054","2,923",20.8
01/01/2016 12:00:00 AM,Western,M,75 +,"9,290","2,813",30.28
01/01/2017 12:00:00 AM,Central,F,35 to 44,"33,145",375,1.13
01/01/2017 12:00:00 AM,Central,F,45 to 54,"34,411","2,077",6.04
01/01/2017 12:00:00 AM,Central,F,55 to 64,"33,584","4,463",13.29
01/01/2017 12:00:00 AM,Central,F,65 to 74,"23,249","4,740",20.39
01/01/2017 12:00:00 AM,Central,F,75 +,"17,886","4,833",27.02
01/01/2017 12:00:00 AM,Central,M,35 to 44,"31,236",273,0.87
01/01/2017 12:00:00 AM,Central,M,45 to 54,"32,885","1,643",5
01/01/2017 12:00:00 AM,Central,M,55 to 64,"32,302","3,776",11.69
01/01/2017 12:00:00 AM,Central,M,65 to 74,"21,190","4,175",19.7
01/01/2017 12:00:00 AM,Central,M,75 +,"12,915","3,846",29.78
01/01/2017 12:00:00 AM,Eastern,F,35 to 44,"9,336",221,2.37
01/01/2017 12:00:00 AM,Eastern,F,45 to 54,"11,341","1,104",9.73
01/01/2017 12:00:00 AM,Eastern,F,55 to 64,"14,414","2,455",17.03
01/01/2017 12:00:00 AM,Eastern,F,65 to 74,"11,615","2,740",23.59
01/01/2017 12:00:00 AM,Eastern,F,75 +,"9,715","2,776",28.57
01/01/2017 12:00:00 AM,Eastern,M,35 to 44,"9,363",156,1.67
01/01/2017 12:00:00 AM,Eastern,M,45 to 54,"11,247",856,7.61
01/01/2017 12:00:00 AM,Eastern,M,55 to 64,"13,787","2,203",15.98
01/01/2017 12:00:00 AM,Eastern,M,65 to 74,"11,211","2,735",24.4
01/01/2017 12:00:00 AM,Eastern,M,75 +,"7,066","2,482",35.13
01/01/2017 12:00:00 AM,Northern,F,35 to 44,"9,606",170,1.77
01/01/2017 12:00:00 AM,Northern,F,45 to 54,"11,505",819,7.12
01/01/2017 12:00:00 AM,Northern,F,55 to 64,"13,134","2,018",15.36
01/01/2017 12:00:00 AM,Northern,F,65 to 74,"10,223","2,310",22.6
01/01/2017 12:00:00 AM,Northern,F,75 +,"8,363","2,409",28.81
01/01/2017 12:00:00 AM,Northern,M,35 to 44,"9,308",103,1.11
01/01/2017 12:00:00 AM,Northern,M,45 to 54,"11,563",614,5.31
01/01/2017 12:00:00 AM,Northern,M,55 to 64,"12,589","1,748",13.89
01/01/2017 12:00:00 AM,Northern,M,65 to 74,"10,021","2,149",21.44
01/01/2017 12:00:00 AM,Northern,M,75 +,"6,350","1,965",30.94
01/01/2017 12:00:00 AM,Unknown,F,35 to 44,"3,220",21,0.65
01/01/2017 12:00:00 AM,Unknown,F,45 to 54,"3,489",144,4.13
01/01/2017 12:00:00 AM,Unknown,F,55 to 64,"3,413",310,9.08
01/01/2017 12:00:00 AM,Unknown,F,65 to 74,"2,539",344,13.55
01/01/2017 12:00:00 AM,Unknown,F,75 +,"2,034",424,20.85
01/01/2017 12:00:00 AM,Unknown,M,35 to 44,"3,070",23,0.75
01/01/2017 12:00:00 AM,Unknown,M,45 to 54,"3,360",99,2.95
01/01/2017 12:00:00 AM,Unknown,M,55 to 64,"3,191",241,7.55
01/01/2017 12:00:00 AM,Unknown,M,65 to 74,"2,387",342,14.33
01/01/2017 12:00:00 AM,Unknown,M,75 +,"1,616",365,22.59
01/01/2017 12:00:00 AM,Western,F,35 to 44,"11,905",163,1.37
01/01/2017 12:00:00 AM,Western,F,45 to 54,"15,442","1,081",7
01/01/2017 12:00:00 AM,Western,F,55 to 64,"18,689","2,455",13.14
01/01/2017 12:00:00 AM,Western,F,65 to 74,"15,029","2,692",17.91
01/01/2017 12:00:00 AM,Western,F,75 +,"12,516","2,901",23.18
01/01/2017 12:00:00 AM,Western,M,35 to 44,"11,383",143,1.26
01/01/2017 12:00:00 AM,Western,M,45 to 54,"14,895",923,6.2
01/01/2017 12:00:00 AM,Western,M,55 to 64,"17,969","2,317",12.89
01/01/2017 12:00:00 AM,Western,M,65 to 74,"14,506","2,912",20.07
01/01/2017 12:00:00 AM,Western,M,75 +,"9,660","2,771",28.69
