Year,Zone,Sex,Age Group,Population,Hypertension Count,Prevalence Rate %
01/01/2014 12:00:00 AM,Western,F,60 to 69,"16,229","8,591",52.94
01/01/2014 12:00:00 AM,Western,F,70 to 79,"9,770","7,049",72.15
01/01/2014 12:00:00 AM,Western,F,80 +,"7,436","6,298",84.7
01/01/2014 12:00:00 AM,Western,M,20 to 29,"10,476",150,1.43
01/01/2014 12:00:00 AM,Western,M,30 to 39,"10,479",686,6.55
01/01/2014 12:00:00 AM,Western,M,40 to 49,"13,282","2,289",17.23
01/01/2014 12:00:00 AM,Western,M,50 to 59,"17,698","5,873",33.18
01/01/2014 12:00:00 AM,Western,M,60 to 69,"15,747","8,324",52.86
01/01/2014 12:00:00 AM,Western,M,70 to 79,"9,167","6,295",68.67
01/01/2014 12:00:00 AM,Western,M,80 +,"4,784","3,753",78.45
01/01/2015 12:00:00 AM,Central,F,20 to 29,"29,557",270,0.91
01/01/2015 12:00:00 AM,Central,F,30 to 39,"31,290","1,410",4.51
01/01/2015 12:00:00 AM,Central,F,40 to 49,"32,516","4,249",13.07
01/01/2015 12:00:00 AM,Central,F,50 to 59,"35,039","10,028",28.62
01/01/2015 12:00:00 AM,Central,F,60 to 69,"26,923","13,343",49.56
01/01/2015 12:00:00 AM,Central,F,70 to 79,"14,924","10,727",71.88
01/01/2015 12:00:00 AM,Central,F,80 +,"10,710","9,053",84.53
01/01/2015 12:00:00 AM,Central,M,20 to 29,"29,485",367,1.24
01/01/2015 12:00:00 AM,Central,M,30 to 39,"29,802","1,617",5.43
01/01/2015 12:00:00 AM,Central,M,40 to 49,"30,434","4,294",14.11
01/01/2015 12:00:00 AM,Central,M,50 to 59,"34,170","10,479",30.67
01/01/2015 12:00:00 AM,Central,M,60 to 69,"24,985","13,029",52.15
01/01/2015 12:00:00 AM,Central,M,70 to 79,"13,153","9,313",70.81
01/01/2015 12:00:00 AM,Central,M,80 +,"6,531","5,342",81.79
01/01/2015 12:00:00 AM,Eastern,F,20 to 29,"8,462",134,1.58
01/01/2015 12:00:00 AM,Eastern,F,30 to 39,"8,719",652,7.48
01/01/2015 12:00:00 AM,Eastern,F,40 to 49,"10,251","2,061",20.11
01/01/2015 12:00:00 AM,Eastern,F,50 to 59,"13,960","5,178",37.09
01/01/2015 12:00:00 AM,Eastern,F,60 to 69,"13,210","7,607",57.59
01/01/2015 12:00:00 AM,Eastern,F,70 to 79,"8,042","6,191",76.98
01/01/2015 12:00:00 AM,Eastern,F,80 +,"5,818","5,093",87.54
01/01/2015 12:00:00 AM,Eastern,M,20 to 29,"8,988",156,1.74
01/01/2015 12:00:00 AM,Eastern,M,30 to 39,"8,824",628,7.12
01/01/2015 12:00:00 AM,Eastern,M,40 to 49,"10,357","2,041",19.71
01/01/2015 12:00:00 AM,Eastern,M,50 to 59,"13,251","4,932",37.22
01/01/2015 12:00:00 AM,Eastern,M,60 to 69,"13,034","7,469",57.3
01/01/2015 12:00:00 AM,Eastern,M,70 to 79,"7,277","5,447",74.85
01/01/2015 12:00:00 AM,Eastern,M,80 +,"3,520","2,891",82.13
01/01/2015 12:00:00 AM,Northern,F,20 to 29,"8,147",125,1.53
01/01/2015 12:00:00 AM,Northern,F,30 to 39,"8,877",618,6.96
01/01/2015 12:00:00 AM,Northern,F,40 to 49,"10,628","1,847",17.38
01/01/2015 12:00:00 AM,Northern,F,50 to 59,"12,929","4,358",33.71
01/01/2015 12:00:00 AM,Northern,F,60 to 69,"11,698","6,485",55.44
01/01/2015 12:00:00 AM,Northern,F,70 to 79,"6,799","5,076",74.66
01/01/2015 12:00:00 AM,Northern,F,80 +,"5,080","4,364",85.91
01/01/2015 12:00:00 AM,Northern,M,20 to 29,"8,462",134,1.58
01/01/2015 12:00:00 AM,Northern,M,30 to 39,"8,736",601,6.88
01/01/2015 12:00:00 AM,Northern,M,40 to 49,"10,422","1,845",17.7
01/01/2015 12:00:00 AM,Northern,M,50 to 59,"12,613","4,561",36.16
01/01/2015 12:00:00 AM,Northern,M,60 to 69,"11,521","6,468",56.14
01/01/2015 12:00:00 AM,Northern,M,70 to 79,"6,502","4,797",73.78
01/01/2015 12:00:00 AM,Northern,M,80 +,"3,180","2,612",82.14
01/01/2015 12:00:00 AM,Unknown,F,20 to 29,"6,444",48,0.74
01/01/2015 12:00:00 AM,Unknown,F,30 to 39,"4,616",183,3.96
01/01/2015 12:00:00 AM,Unknown,F,40 to 49,"4,181",445,10.64
01/01/2015 12:00:00 AM,Unknown,F,50 to 59,"4,179",919,21.99
01/01/2015 12:00:00 AM,Unknown,F,60 to 69,"3,396","1,431",42.14
01/01/2015 12:00:00 AM,Unknown,F,70 to 79,"1,819","1,168",64.21
01/01/2015 12:00:00 AM,Unknown,F,80 +,"1,347","1,033",76.69
01/01/2015 12:00:00 AM,Unknown,M,20 to 29,"5,656",70,1.24
01/01/2015 12:00:00 AM,Unknown,M,30 to 39,"4,229",164,3.88
01/01/2015 12:00:00 AM,Unknown,M,40 to 49,"3,964",487,12.29
01/01/2015 12:00:00 AM,Unknown,M,50 to 59,"4,018",911,22.67
01/01/2015 12:00:00 AM,Unknown,M,60 to 69,"3,099","1,360",43.89
01/01/2015 12:00:00 AM,Unknown,M,70 to 79,"1,662","1,000",60.17
01/01/2015 12:00:00 AM,Unknown,M,80 +,893,595,66.63
01/01/2015 12:00:00 AM,Western,F,20 to 29,"10,352",146,1.41
01/01/2015 12:00:00 AM,Western,F,30 to 39,"10,990",726,6.61
01/01/2015 12:00:00 AM,Western,F,40 to 49,"13,362","2,177",16.29
01/01/2015 12:00:00 AM,Western,F,50 to 59,"18,325","5,753",31.39
01/01/2015 12:00:00 AM,Western,F,60 to 69,"16,707","8,730",52.25
01/01/2015 12:00:00 AM,Western,F,70 to 79,"10,220","7,317",71.59
01/01/2015 12:00:00 AM,Western,F,80 +,"7,530","6,384",84.78
01/01/2015 12:00:00 AM,Western,M,20 to 29,"10,694",148,1.38
01/01/2015 12:00:00 AM,Western,M,30 to 39,"10,523",634,6.02
01/01/2015 12:00:00 AM,Western,M,40 to 49,"13,009","2,238",17.2
01/01/2015 12:00:00 AM,Western,M,50 to 59,"17,700","5,890",33.28
01/01/2015 12:00:00 AM,Western,M,60 to 69,"16,150","8,548",52.93
01/01/2015 12:00:00 AM,Western,M,70 to 79,"9,582","6,578",68.65
01/01/2015 12:00:00 AM,Western,M,80 +,"4,948","3,910",79.02
01/01/2016 12:00:00 AM,Central,F,20 to 29,"30,153",250,0.83
01/01/2016 12:00:00 AM,Central,F,30 to 39,"32,474","1,396",4.3
01/01/2016 12:00:00 AM,Central,F,40 to 49,"32,614","4,143",12.7
01/01/2016 12:00:00 AM,Central,F,50 to 59,"35,379","9,935",28.08
01/01/2016 12:00:00 AM,Central,F,60 to 69,"27,693","13,478",48.67
01/01/2016 12:00:00 AM,Central,F,70 to 79,"16,059","11,331",70.56
01/01/2016 12:00:00 AM,Central,F,80 +,"10,830","9,142",84.41
01/01/2016 12:00:00 AM,Central,M,20 to 29,"30,190",340,1.13
01/01/2016 12:00:00 AM,Central,M,30 to 39,"30,958","1,572",5.08
01/01/2016 12:00:00 AM,Central,M,40 to 49,"30,774","4,264",13.86
01/01/2016 12:00:00 AM,Central,M,50 to 59,"34,501","10,522",30.5
01/01/2016 12:00:00 AM,Central,M,60 to 69,"25,736","13,299",51.67
01/01/2016 12:00:00 AM,Central,M,70 to 79,"14,115","9,949",70.49
01/01/2016 12:00:00 AM,Central,M,80 +,"6,782","5,537",81.64
01/01/2016 12:00:00 AM,Eastern,F,20 to 29,"8,610",138,1.6
01/01/2016 12:00:00 AM,Eastern,F,30 to 39,"8,809",656,7.45
01/01/2016 12:00:00 AM,Eastern,F,40 to 49,"10,056","1,953",19.42
01/01/2016 12:00:00 AM,Eastern,F,50 to 59,"13,702","5,062",36.94
01/01/2016 12:00:00 AM,Eastern,F,60 to 69,"13,365","7,564",56.6
01/01/2016 12:00:00 AM,Eastern,F,70 to 79,"8,449","6,416",75.94
01/01/2016 12:00:00 AM,Eastern,F,80 +,"5,942","5,162",86.87
01/01/2016 12:00:00 AM,Eastern,M,20 to 29,"9,129",145,1.59
01/01/2016 12:00:00 AM,Eastern,M,30 to 39,"8,947",637,7.12
01/01/2016 12:00:00 AM,Eastern,M,40 to 49,"10,156","1,936",19.06
01/01/2016 12:00:00 AM,Eastern,M,50 to 59,"13,087","4,900",37.44
01/01/2016 12:00:00 AM,Eastern,M,60 to 69,"13,115","7,464",56.91
01/01/2016 12:00:00 AM,Eastern,M,70 to 79,"7,752","5,773",74.47
01/01/2016 12:00:00 AM,Eastern,M,80 +,"3,630","2,967",81.74
01/01/2016 12:00:00 AM,Northern,F,20 to 29,"8,318",114,1.37
01/01/2016 12:00:00 AM,Northern,F,30 to 39,"8,849",595,6.72
01/01/2016 12:00:00 AM,Northern,F,40 to 49,"10,571","1,801",17.04
01/01/2016 12:00:00 AM,Northern,F,50 to 59,"12,904","4,275",33.13
01/01/2016 12:00:00 AM,Northern,F,60 to 69,"11,839","6,467",54.62
01/01/2016 12:00:00 AM,Northern,F,70 to 79,"7,215","5,325",73.8
01/01/2016 12:00:00 AM,Northern,F,80 +,"5,161","4,428",85.8
01/01/2016 12:00:00 AM,Northern,M,20 to 29,"8,739",127,1.45
01/01/2016 12:00:00 AM,Northern,M,30 to 39,"8,711",572,6.57
01/01/2016 12:00:00 AM,Northern,M,40 to 49,"10,396","1,810",17.41
01/01/2016 12:00:00 AM,Northern,M,50 to 59,"12,533","4,508",35.97
01/01/2016 12:00:00 AM,Northern,M,60 to 69,"11,657","6,505",55.8
01/01/2016 12:00:00 AM,Northern,M,70 to 79,"6,976","5,147",73.78
01/01/2016 12:00:00 AM,Northern,M,80 +,"3,291","2,703",82.13
01/01/2016 12:00:00 AM,Unknown,F,20 to 29,"5,404",36,0.67
01/01/2016 12:00:00 AM,Unknown,F,30 to 39,"4,096",164,4
01/01/2016 12:00:00 AM,Unknown,F,40 to 49,"3,730",398,10.67
01/01/2016 12:00:00 AM,Unknown,F,50 to 59,"3,854",794,20.6
01/01/2016 12:00:00 AM,Unknown,F,60 to 69,"3,207","1,321",41.19
01/01/2016 12:00:00 AM,Unknown,F,70 to 79,"1,879","1,163",61.89
01/01/2016 12:00:00 AM,Unknown,F,80 +,"1,307",974,74.52
01/01/2016 12:00:00 AM,Unknown,M,20 to 29,"4,752",53,1.12
01/01/2016 12:00:00 AM,Unknown,M,30 to 39,"3,811",149,3.91
01/01/2016 12:00:00 AM,Unknown,M,40 to 49,"3,555",402,11.31
01/01/2016 12:00:00 AM,Unknown,M,50 to 59,"3,695",827,22.38
01/01/2016 12:00:00 AM,Unknown,M,60 to 69,"2,988","1,253",41.93
01/01/2016 12:00:00 AM,Unknown,M,70 to 79,"1,686","1,020",60.5
01/01/2016 12:00:00 AM,Unknown,M,80 +,915,593,64.81
01/01/2016 12:00:00 AM,Western,F,20 to 29,"10,550",139,1.32
01/01/2016 12:00:00 AM,Western,F,30 to 39,"11,139",693,6.22
01/01/2016 12:00:00 AM,Western,F,40 to 49,"13,250","2,147",16.2
01/01/2016 12:00:00 AM,Western,F,50 to 59,"18,168","5,651",31.1
01/01/2016 12:00:00 AM,Western,F,60 to 69,"16,967","8,637",50.9
01/01/2016 12:00:00 AM,Western,F,70 to 79,"10,957","7,811",71.29
01/01/2016 12:00:00 AM,Western,F,80 +,"7,609","6,420",84.37
01/01/2016 12:00:00 AM,Western,M,20 to 29,"10,933",139,1.27
01/01/2016 12:00:00 AM,Western,M,30 to 39,"10,703",643,6.01
01/01/2016 12:00:00 AM,Western,M,40 to 49,"12,824","2,144",16.72
01/01/2016 12:00:00 AM,Western,M,50 to 59,"17,578","5,882",33.46
01/01/2016 12:00:00 AM,Western,M,60 to 69,"16,381","8,650",52.81
01/01/2016 12:00:00 AM,Western,M,70 to 79,"10,252","7,038",68.65
01/01/2016 12:00:00 AM,Western,M,80 +,"5,161","4,073",78.92
01/01/2017 12:00:00 AM,Central,F,20 to 29,"30,800",186,0.6
01/01/2017 12:00:00 AM,Central,F,30 to 39,"33,816","1,235",3.65
01/01/2017 12:00:00 AM,Central,F,40 to 49,"32,959","3,807",11.55
01/01/2017 12:00:00 AM,Central,F,50 to 59,"35,639","9,431",26.46
01/01/2017 12:00:00 AM,Central,F,60 to 69,"28,423","13,062",45.96
01/01/2017 12:00:00 AM,Central,F,70 to 79,"17,312","11,779",68.04
01/01/2017 12:00:00 AM,Central,F,80 +,"11,033","9,219",83.56
01/01/2017 12:00:00 AM,Central,M,20 to 29,"30,861",293,0.95
01/01/2017 12:00:00 AM,Central,M,30 to 39,"32,270","1,433",4.44
01/01/2017 12:00:00 AM,Central,M,40 to 49,"31,342","3,978",12.69
01/01/2017 12:00:00 AM,Central,M,50 to 59,"34,451","9,821",28.51
01/01/2017 12:00:00 AM,Central,M,60 to 69,"26,625","13,124",49.29
01/01/2017 12:00:00 AM,Central,M,70 to 79,"15,288","10,508",68.73
01/01/2017 12:00:00 AM,Central,M,80 +,"6,998","5,635",80.52
01/01/2017 12:00:00 AM,Eastern,F,20 to 29,"8,796",112,1.27
01/01/2017 12:00:00 AM,Eastern,F,30 to 39,"8,850",562,6.35
01/01/2017 12:00:00 AM,Eastern,F,40 to 49,"10,009","1,807",18.05
01/01/2017 12:00:00 AM,Eastern,F,50 to 59,"13,312","4,695",35.27
01/01/2017 12:00:00 AM,Eastern,F,60 to 69,"13,569","7,338",54.08
01/01/2017 12:00:00 AM,Eastern,F,70 to 79,"8,984","6,693",74.5
01/01/2017 12:00:00 AM,Eastern,F,80 +,"6,016","5,184",86.17
01/01/2017 12:00:00 AM,Eastern,M,20 to 29,"9,258",124,1.34
01/01/2017 12:00:00 AM,Eastern,M,30 to 39,"9,108",578,6.35
01/01/2017 12:00:00 AM,Eastern,M,40 to 49,"10,037","1,781",17.74
01/01/2017 12:00:00 AM,Eastern,M,50 to 59,"12,883","4,560",35.4
01/01/2017 12:00:00 AM,Eastern,M,60 to 69,"13,174","7,263",55.13
01/01/2017 12:00:00 AM,Eastern,M,70 to 79,"8,214","5,950",72.44
01/01/2017 12:00:00 AM,Eastern,M,80 +,"3,781","3,090",81.72
01/01/2017 12:00:00 AM,Northern,F,20 to 29,"8,411",95,1.13
01/01/2017 12:00:00 AM,Northern,F,30 to 39,"8,922",527,5.91
01/01/2017 12:00:00 AM,Northern,F,40 to 49,"10,466","1,664",15.9
01/01/2017 12:00:00 AM,Northern,F,50 to 59,"12,756","3,980",31.2
01/01/2017 12:00:00 AM,Northern,F,60 to 69,"12,032","6,263",52.05
01/01/2017 12:00:00 AM,Northern,F,70 to 79,"7,789","5,562",71.41
01/01/2017 12:00:00 AM,Northern,F,80 +,"5,148","4,398",85.43
01/01/2017 12:00:00 AM,Northern,M,20 to 29,"8,905",106,1.19
01/01/2017 12:00:00 AM,Northern,M,30 to 39,"8,747",528,6.04
01/01/2017 12:00:00 AM,Northern,M,40 to 49,"10,358","1,655",15.98
01/01/2017 12:00:00 AM,Northern,M,50 to 59,"12,396","4,183",33.74
01/01/2017 12:00:00 AM,Northern,M,60 to 69,"11,845","6,392",53.96
01/01/2017 12:00:00 AM,Northern,M,70 to 79,"7,359","5,292",71.91
01/01/2017 12:00:00 AM,Northern,M,80 +,"3,460","2,827",81.71
01/01/2017 12:00:00 AM,Unknown,F,20 to 29,"4,386",32,0.73
01/01/2017 12:00:00 AM,Unknown,F,30 to 39,"3,602",118,3.28
01/01/2017 12:00:00 AM,Unknown,F,40 to 49,"3,334",323,9.69
01/01/2017 12:00:00 AM,Unknown,F,50 to 59,"3,482",662,19.01
01/01/2017 12:00:00 AM,Unknown,F,60 to 69,"3,031","1,171",38.63
01/01/2017 12:00:00 AM,Unknown,F,70 to 79,"1,918","1,137",59.28
01/01/2017 12:00:00 AM,Unknown,F,80 +,"1,261",914,72.48
01/01/2017 12:00:00 AM,Unknown,M,20 to 29,"3,809",34,0.89
01/01/2017 12:00:00 AM,Unknown,M,30 to 39,"3,447",119,3.45
01/01/2017 12:00:00 AM,Unknown,M,40 to 49,"3,179",337,10.6
01/01/2017 12:00:00 AM,Unknown,M,50 to 59,"3,381",691,20.44
01/01/2017 12:00:00 AM,Unknown,M,60 to 69,"2,814","1,099",39.05
01/01/2017 12:00:00 AM,Unknown,M,70 to 79,"1,724",999,57.95
01/01/2017 12:00:00 AM,Unknown,M,80 +,951,604,63.51
01/01/2017 12:00:00 AM,Western,F,20 to 29,"10,805",112,1.04
01/01/2017 12:00:00 AM,Western,F,30 to 39,"11,306",620,5.48
01/01/2017 12:00:00 AM,Western,F,40 to 49,"13,165","1,959",14.88
01/01/2017 12:00:00 AM,Western,F,50 to 59,"17,921","5,259",29.35
01/01/2017 12:00:00 AM,Western,F,60 to 69,"17,310","8,324",48.09
01/01/2017 12:00:00 AM,Western,F,70 to 79,"11,653","8,035",68.95
01/01/2017 12:00:00 AM,Western,F,80 +,"7,745","6,477",83.63
01/01/2017 12:00:00 AM,Western,M,20 to 29,"11,171",120,1.07
01/01/2017 12:00:00 AM,Western,M,30 to 39,"10,847",566,5.22
01/01/2017 12:00:00 AM,Western,M,40 to 49,"12,697","1,951",15.37
01/01/2017 12:00:00 AM,Western,M,50 to 59,"17,255","5,435",31.5
01/01/2017 12:00:00 AM,Western,M,60 to 69,"16,723","8,458",50.58
01/01/2017 12:00:00 AM,Western,M,70 to 79,"10,927","7,322",67.01
01/01/2017 12:00:00 AM,Western,M,80 +,"5,355","4,200",78.43
