Year,Zone,Sex,Age Group,Population,Hypertension Count,Prevalence Rate %
01/01/2004 12:00:00 AM,Western,M,30 to 39,"12,111",669,5.52
01/01/2004 12:00:00 AM,Western,M,40 to 49,"16,601","2,301",13.86
01/01/2004 12:00:00 AM,Western,M,50 to 59,"15,411","4,502",29.21
01/01/2004 12:00:00 AM,Western,M,60 to 69,"10,560","4,681",44.33
01/01/2004 12:00:00 AM,Western,M,70 to 79,"6,736","3,893",57.79
01/01/2004 12:00:00 AM,Western,M,80 +,"3,746","2,271",60.62
01/01/2005 12:00:00 AM,Central,F,20 to 29,"24,753",380,1.54
01/01/2005 12:00:00 AM,Central,F,30 to 39,"28,195","1,664",5.9
01/01/2005 12:00:00 AM,Central,F,40 to 49,"32,938","4,650",14.12
01/01/2005 12:00:00 AM,Central,F,50 to 59,"26,659","8,435",31.64
01/01/2005 12:00:00 AM,Central,F,60 to 69,"16,270","8,730",53.66
01/01/2005 12:00:00 AM,Central,F,70 to 79,"11,350","8,042",70.85
01/01/2005 12:00:00 AM,Central,F,80 +,"9,150","7,033",76.86
01/01/2005 12:00:00 AM,Central,M,20 to 29,"24,081",366,1.52
01/01/2005 12:00:00 AM,Central,M,30 to 39,"25,711","1,359",5.29
01/01/2005 12:00:00 AM,Central,M,40 to 49,"31,304","4,300",13.74
01/01/2005 12:00:00 AM,Central,M,50 to 59,"25,057","7,510",29.97
01/01/2005 12:00:00 AM,Central,M,60 to 69,"15,285","7,497",49.05
01/01/2005 12:00:00 AM,Central,M,70 to 79,"9,255","6,025",65.1
01/01/2005 12:00:00 AM,Central,M,80 +,"4,656","3,204",68.81
01/01/2005 12:00:00 AM,Eastern,F,20 to 29,"8,113",179,2.21
01/01/2005 12:00:00 AM,Eastern,F,30 to 39,"9,580",868,9.06
01/01/2005 12:00:00 AM,Eastern,F,40 to 49,"13,574","2,555",18.82
01/01/2005 12:00:00 AM,Eastern,F,50 to 59,"13,299","5,066",38.09
01/01/2005 12:00:00 AM,Eastern,F,60 to 69,"9,035","5,296",58.62
01/01/2005 12:00:00 AM,Eastern,F,70 to 79,"6,373","4,660",73.12
01/01/2005 12:00:00 AM,Eastern,F,80 +,"5,483","4,330",78.97
01/01/2005 12:00:00 AM,Eastern,M,20 to 29,"8,310",147,1.77
01/01/2005 12:00:00 AM,Eastern,M,30 to 39,"9,547",706,7.39
01/01/2005 12:00:00 AM,Eastern,M,40 to 49,"12,926","2,269",17.55
01/01/2005 12:00:00 AM,Eastern,M,50 to 59,"13,605","4,620",33.96
01/01/2005 12:00:00 AM,Eastern,M,60 to 69,"8,907","4,708",52.86
01/01/2005 12:00:00 AM,Eastern,M,70 to 79,"5,336","3,515",65.87
01/01/2005 12:00:00 AM,Eastern,M,80 +,"2,874","2,055",71.5
01/01/2005 12:00:00 AM,Northern,F,20 to 29,"7,959",194,2.44
01/01/2005 12:00:00 AM,Northern,F,30 to 39,"9,740",748,7.68
01/01/2005 12:00:00 AM,Northern,F,40 to 49,"12,434","2,190",17.61
01/01/2005 12:00:00 AM,Northern,F,50 to 59,"11,577","4,248",36.69
01/01/2005 12:00:00 AM,Northern,F,60 to 69,"7,581","4,299",56.71
01/01/2005 12:00:00 AM,Northern,F,70 to 79,"5,507","3,962",71.94
01/01/2005 12:00:00 AM,Northern,F,80 +,"4,788","3,821",79.8
01/01/2005 12:00:00 AM,Northern,M,20 to 29,"7,973",137,1.72
01/01/2005 12:00:00 AM,Northern,M,30 to 39,"9,445",691,7.32
01/01/2005 12:00:00 AM,Northern,M,40 to 49,"12,143","2,101",17.3
01/01/2005 12:00:00 AM,Northern,M,50 to 59,"11,612","3,820",32.9
01/01/2005 12:00:00 AM,Northern,M,60 to 69,"7,671","3,927",51.19
01/01/2005 12:00:00 AM,Northern,M,70 to 79,"4,641","3,057",65.87
01/01/2005 12:00:00 AM,Northern,M,80 +,"2,527","1,794",70.99
01/01/2005 12:00:00 AM,Unknown,F,20 to 29,"11,830",121,1.02
01/01/2005 12:00:00 AM,Unknown,F,30 to 39,"8,521",391,4.59
01/01/2005 12:00:00 AM,Unknown,F,40 to 49,"7,143",748,10.47
01/01/2005 12:00:00 AM,Unknown,F,50 to 59,"5,194","1,395",26.86
01/01/2005 12:00:00 AM,Unknown,F,60 to 69,"3,091","1,436",46.46
01/01/2005 12:00:00 AM,Unknown,F,70 to 79,"1,855","1,235",66.58
01/01/2005 12:00:00 AM,Unknown,F,80 +,"1,595","1,199",75.17
01/01/2005 12:00:00 AM,Unknown,M,20 to 29,"11,520",116,1.01
01/01/2005 12:00:00 AM,Unknown,M,30 to 39,"7,955",362,4.55
01/01/2005 12:00:00 AM,Unknown,M,40 to 49,"6,878",742,10.79
01/01/2005 12:00:00 AM,Unknown,M,50 to 59,"4,848","1,204",24.83
01/01/2005 12:00:00 AM,Unknown,M,60 to 69,"2,826","1,186",41.97
01/01/2005 12:00:00 AM,Unknown,M,70 to 79,"1,529",875,57.23
01/01/2005 12:00:00 AM,Unknown,M,80 +,799,505,63.2
01/01/2005 12:00:00 AM,Western,F,20 to 29,"9,806",203,2.07
01/01/2005 12:00:00 AM,Western,F,30 to 39,"12,087",831,6.88
01/01/2005 12:00:00 AM,Western,F,40 to 49,"17,219","2,736",15.89
01/01/2005 12:00:00 AM,Western,F,50 to 59,"15,987","5,325",33.31
01/01/2005 12:00:00 AM,Western,F,60 to 69,"11,042","5,745",52.03
01/01/2005 12:00:00 AM,Western,F,70 to 79,"7,757","5,359",69.09
01/01/2005 12:00:00 AM,Western,F,80 +,"6,468","4,798",74.18
01/01/2005 12:00:00 AM,Western,M,20 to 29,"9,726",144,1.48
01/01/2005 12:00:00 AM,Western,M,30 to 39,"11,861",709,5.98
01/01/2005 12:00:00 AM,Western,M,40 to 49,"16,500","2,420",14.67
01/01/2005 12:00:00 AM,Western,M,50 to 59,"15,692","4,758",30.32
01/01/2005 12:00:00 AM,Western,M,60 to 69,"10,950","5,062",46.23
01/01/2005 12:00:00 AM,Western,M,70 to 79,"6,875","4,068",59.17
01/01/2005 12:00:00 AM,Western,M,80 +,"3,828","2,437",63.66
01/01/2006 12:00:00 AM,Central,F,20 to 29,"25,210",400,1.59
01/01/2006 12:00:00 AM,Central,F,30 to 39,"28,270","1,705",6.03
01/01/2006 12:00:00 AM,Central,F,40 to 49,"33,209","4,844",14.59
01/01/2006 12:00:00 AM,Central,F,50 to 59,"27,306","8,685",31.81
01/01/2006 12:00:00 AM,Central,F,60 to 69,"17,388","9,315",53.57
01/01/2006 12:00:00 AM,Central,F,70 to 79,"11,409","8,229",72.13
01/01/2006 12:00:00 AM,Central,F,80 +,"9,433","7,370",78.13
01/01/2006 12:00:00 AM,Central,M,20 to 29,"24,563",379,1.54
01/01/2006 12:00:00 AM,Central,M,30 to 39,"25,865","1,427",5.52
01/01/2006 12:00:00 AM,Central,M,40 to 49,"31,540","4,479",14.2
01/01/2006 12:00:00 AM,Central,M,50 to 59,"25,813","7,902",30.61
01/01/2006 12:00:00 AM,Central,M,60 to 69,"16,324","8,169",50.04
01/01/2006 12:00:00 AM,Central,M,70 to 79,"9,507","6,325",66.53
01/01/2006 12:00:00 AM,Central,M,80 +,"4,813","3,429",71.24
01/01/2006 12:00:00 AM,Eastern,F,20 to 29,"8,078",195,2.41
01/01/2006 12:00:00 AM,Eastern,F,30 to 39,"9,373",857,9.14
01/01/2006 12:00:00 AM,Eastern,F,40 to 49,"13,293","2,619",19.7
01/01/2006 12:00:00 AM,Eastern,F,50 to 59,"13,417","5,183",38.63
01/01/2006 12:00:00 AM,Eastern,F,60 to 69,"9,509","5,595",58.84
01/01/2006 12:00:00 AM,Eastern,F,70 to 79,"6,518","4,853",74.46
01/01/2006 12:00:00 AM,Eastern,F,80 +,"5,494","4,409",80.25
01/01/2006 12:00:00 AM,Eastern,M,20 to 29,"8,281",159,1.92
01/01/2006 12:00:00 AM,Eastern,M,30 to 39,"9,297",719,7.73
01/01/2006 12:00:00 AM,Eastern,M,40 to 49,"12,642","2,300",18.19
01/01/2006 12:00:00 AM,Eastern,M,50 to 59,"13,667","4,786",35.02
01/01/2006 12:00:00 AM,Eastern,M,60 to 69,"9,448","5,139",54.39
01/01/2006 12:00:00 AM,Eastern,M,70 to 79,"5,434","3,655",67.26
01/01/2006 12:00:00 AM,Eastern,M,80 +,"2,853","2,084",73.05
01/01/2006 12:00:00 AM,Northern,F,20 to 29,"7,825",180,2.3
01/01/2006 12:00:00 AM,Northern,F,30 to 39,"9,646",748,7.75
01/01/2006 12:00:00 AM,Northern,F,40 to 49,"12,365","2,202",17.81
01/01/2006 12:00:00 AM,Northern,F,50 to 59,"11,720","4,310",36.77
01/01/2006 12:00:00 AM,Northern,F,60 to 69,"8,034","4,627",57.59
01/01/2006 12:00:00 AM,Northern,F,70 to 79,"5,535","3,998",72.23
01/01/2006 12:00:00 AM,Northern,F,80 +,"4,834","3,921",81.11
01/01/2006 12:00:00 AM,Northern,M,20 to 29,"7,840",148,1.89
01/01/2006 12:00:00 AM,Northern,M,30 to 39,"9,381",688,7.33
01/01/2006 12:00:00 AM,Northern,M,40 to 49,"11,988","2,152",17.95
01/01/2006 12:00:00 AM,Northern,M,50 to 59,"11,752","3,962",33.71
01/01/2006 12:00:00 AM,Northern,M,60 to 69,"8,189","4,290",52.39
01/01/2006 12:00:00 AM,Northern,M,70 to 79,"4,743","3,189",67.24
01/01/2006 12:00:00 AM,Northern,M,80 +,"2,580","1,896",73.49
01/01/2006 12:00:00 AM,Unknown,F,20 to 29,"11,597",124,1.07
01/01/2006 12:00:00 AM,Unknown,F,30 to 39,"8,101",358,4.42
01/01/2006 12:00:00 AM,Unknown,F,40 to 49,"6,850",717,10.47
01/01/2006 12:00:00 AM,Unknown,F,50 to 59,"5,194","1,374",26.45
01/01/2006 12:00:00 AM,Unknown,F,60 to 69,"3,227","1,497",46.39
01/01/2006 12:00:00 AM,Unknown,F,70 to 79,"1,786","1,218",68.2
01/01/2006 12:00:00 AM,Unknown,F,80 +,"1,653","1,252",75.74
01/01/2006 12:00:00 AM,Unknown,M,20 to 29,"11,045",111,1
01/01/2006 12:00:00 AM,Unknown,M,30 to 39,"7,523",370,4.92
01/01/2006 12:00:00 AM,Unknown,M,40 to 49,"6,678",755,11.31
01/01/2006 12:00:00 AM,Unknown,M,50 to 59,"4,806","1,167",24.28
01/01/2006 12:00:00 AM,Unknown,M,60 to 69,"2,950","1,269",43.02
01/01/2006 12:00:00 AM,Unknown,M,70 to 79,"1,516",894,58.97
01/01/2006 12:00:00 AM,Unknown,M,80 +,791,501,63.34
01/01/2006 12:00:00 AM,Western,F,20 to 29,"9,771",208,2.13
01/01/2006 12:00:00 AM,Western,F,30 to 39,"11,942",846,7.08
01/01/2006 12:00:00 AM,Western,F,40 to 49,"16,908","2,783",16.46
01/01/2006 12:00:00 AM,Western,F,50 to 59,"16,158","5,435",33.64
01/01/2006 12:00:00 AM,Western,F,60 to 69,"11,768","6,273",53.31
01/01/2006 12:00:00 AM,Western,F,70 to 79,"7,823","5,497",70.27
01/01/2006 12:00:00 AM,Western,F,80 +,"6,563","4,993",76.08
01/01/2006 12:00:00 AM,Western,M,20 to 29,"9,683",157,1.62
01/01/2006 12:00:00 AM,Western,M,30 to 39,"11,610",738,6.36
01/01/2006 12:00:00 AM,Western,M,40 to 49,"16,279","2,501",15.36
01/01/2006 12:00:00 AM,Western,M,50 to 59,"15,847","4,959",31.29
01/01/2006 12:00:00 AM,Western,M,60 to 69,"11,539","5,514",47.79
01/01/2006 12:00:00 AM,Western,M,70 to 79,"7,061","4,285",60.69
01/01/2006 12:00:00 AM,Western,M,80 +,"3,886","2,575",66.26
01/01/2007 12:00:00 AM,Central,F,20 to 29,"25,666",379,1.48
01/01/2007 12:00:00 AM,Central,F,30 to 39,"28,473","1,718",6.03
01/01/2007 12:00:00 AM,Central,F,40 to 49,"33,352","4,968",14.9
01/01/2007 12:00:00 AM,Central,F,50 to 59,"27,916","8,857",31.73
01/01/2007 12:00:00 AM,Central,F,60 to 69,"18,623","9,994",53.66
01/01/2007 12:00:00 AM,Central,F,70 to 79,"11,507","8,377",72.8
01/01/2007 12:00:00 AM,Central,F,80 +,"9,594","7,661",79.85
01/01/2007 12:00:00 AM,Central,M,20 to 29,"24,866",399,1.6
01/01/2007 12:00:00 AM,Central,M,30 to 39,"26,160","1,483",5.67
01/01/2007 12:00:00 AM,Central,M,40 to 49,"31,446","4,566",14.52
01/01/2007 12:00:00 AM,Central,M,50 to 59,"26,601","8,283",31.14
01/01/2007 12:00:00 AM,Central,M,60 to 69,"17,445","8,865",50.82
01/01/2007 12:00:00 AM,Central,M,70 to 79,"9,706","6,598",67.98
01/01/2007 12:00:00 AM,Central,M,80 +,"4,950","3,630",73.33
01/01/2007 12:00:00 AM,Eastern,F,20 to 29,"8,028",177,2.2
01/01/2007 12:00:00 AM,Eastern,F,30 to 39,"9,261",842,9.09
01/01/2007 12:00:00 AM,Eastern,F,40 to 49,"12,836","2,618",20.4
01/01/2007 12:00:00 AM,Eastern,F,50 to 59,"13,590","5,236",38.53
01/01/2007 12:00:00 AM,Eastern,F,60 to 69,"10,062","6,029",59.92
01/01/2007 12:00:00 AM,Eastern,F,70 to 79,"6,547","4,958",75.73
01/01/2007 12:00:00 AM,Eastern,F,80 +,"5,517","4,529",82.09
01/01/2007 12:00:00 AM,Eastern,M,20 to 29,"8,321",162,1.95
01/01/2007 12:00:00 AM,Eastern,M,30 to 39,"9,088",745,8.2
01/01/2007 12:00:00 AM,Eastern,M,40 to 49,"12,329","2,330",18.9
01/01/2007 12:00:00 AM,Eastern,M,50 to 59,"13,619","4,898",35.96
01/01/2007 12:00:00 AM,Eastern,M,60 to 69,"9,963","5,548",55.69
01/01/2007 12:00:00 AM,Eastern,M,70 to 79,"5,581","3,833",68.68
01/01/2007 12:00:00 AM,Eastern,M,80 +,"2,894","2,146",74.15
01/01/2007 12:00:00 AM,Northern,F,20 to 29,"7,823",175,2.24
01/01/2007 12:00:00 AM,Northern,F,30 to 39,"9,525",755,7.93
01/01/2007 12:00:00 AM,Northern,F,40 to 49,"12,133","2,196",18.1
01/01/2007 12:00:00 AM,Northern,F,50 to 59,"11,890","4,326",36.38
01/01/2007 12:00:00 AM,Northern,F,60 to 69,"8,603","4,968",57.75
01/01/2007 12:00:00 AM,Northern,F,70 to 79,"5,540","4,067",73.41
01/01/2007 12:00:00 AM,Northern,F,80 +,"4,873","4,001",82.11
01/01/2007 12:00:00 AM,Northern,M,20 to 29,"7,757",155,2
01/01/2007 12:00:00 AM,Northern,M,30 to 39,"9,241",681,7.37
01/01/2007 12:00:00 AM,Northern,M,40 to 49,"11,782","2,116",17.96
01/01/2007 12:00:00 AM,Northern,M,50 to 59,"11,947","4,128",34.55
01/01/2007 12:00:00 AM,Northern,M,60 to 69,"8,615","4,624",53.67
01/01/2007 12:00:00 AM,Northern,M,70 to 79,"4,854","3,311",68.21
01/01/2007 12:00:00 AM,Northern,M,80 +,"2,626","1,985",75.59
01/01/2007 12:00:00 AM,Unknown,F,20 to 29,"10,959",116,1.06
01/01/2007 12:00:00 AM,Unknown,F,30 to 39,"7,658",357,4.66
01/01/2007 12:00:00 AM,Unknown,F,40 to 49,"6,499",684,10.52
01/01/2007 12:00:00 AM,Unknown,F,50 to 59,"5,102","1,335",26.17
01/01/2007 12:00:00 AM,Unknown,F,60 to 69,"3,313","1,547",46.69
01/01/2007 12:00:00 AM,Unknown,F,70 to 79,"1,789","1,206",67.41
01/01/2007 12:00:00 AM,Unknown,F,80 +,"1,625","1,261",77.6
01/01/2007 12:00:00 AM,Unknown,M,20 to 29,"10,307",104,1.01
01/01/2007 12:00:00 AM,Unknown,M,30 to 39,"7,043",338,4.8
01/01/2007 12:00:00 AM,Unknown,M,40 to 49,"6,294",744,11.82
01/01/2007 12:00:00 AM,Unknown,M,50 to 59,"4,699","1,139",24.24
01/01/2007 12:00:00 AM,Unknown,M,60 to 69,"3,012","1,315",43.66
01/01/2007 12:00:00 AM,Unknown,M,70 to 79,"1,532",911,59.46
01/01/2007 12:00:00 AM,Unknown,M,80 +,790,502,63.54
01/01/2007 12:00:00 AM,Western,F,20 to 29,"9,718",208,2.14
01/01/2007 12:00:00 AM,Western,F,30 to 39,"11,763",864,7.35
01/01/2007 12:00:00 AM,Western,F,40 to 49,"16,546","2,786",16.84
01/01/2007 12:00:00 AM,Western,F,50 to 59,"16,376","5,456",33.32
01/01/2007 12:00:00 AM,Western,F,60 to 69,"12,446","6,672",53.61
01/01/2007 12:00:00 AM,Western,F,70 to 79,"8,007","5,697",71.15
01/01/2007 12:00:00 AM,Western,F,80 +,"6,600","5,167",78.29
01/01/2007 12:00:00 AM,Western,M,20 to 29,"9,623",162,1.68
01/01/2007 12:00:00 AM,Western,M,30 to 39,"11,394",752,6.6
01/01/2007 12:00:00 AM,Western,M,40 to 49,"15,816","2,541",16.07
01/01/2007 12:00:00 AM,Western,M,50 to 59,"16,126","5,154",31.96
01/01/2007 12:00:00 AM,Western,M,60 to 69,"12,183","5,898",48.41
01/01/2007 12:00:00 AM,Western,M,70 to 79,"7,238","4,539",62.71
01/01/2007 12:00:00 AM,Western,M,80 +,"3,972","2,722",68.53
01/01/2008 12:00:00 AM,Central,F,20 to 29,"26,203",365,1.39
01/01/2008 12:00:00 AM,Central,F,30 to 39,"28,817","1,718",5.96
01/01/2008 12:00:00 AM,Central,F,40 to 49,"33,285","5,032",15.12
01/01/2008 12:00:00 AM,Central,F,50 to 59,"28,893","9,099",31.49
01/01/2008 12:00:00 AM,Central,F,60 to 69,"19,638","10,555",53.75
01/01/2008 12:00:00 AM,Central,F,70 to 79,"11,745","8,637",73.54
01/01/2008 12:00:00 AM,Central,F,80 +,"9,748","7,940",81.45
01/01/2008 12:00:00 AM,Central,M,20 to 29,"25,565",407,1.59
01/01/2008 12:00:00 AM,Central,M,30 to 39,"26,525","1,523",5.74
01/01/2008 12:00:00 AM,Central,M,40 to 49,"31,537","4,693",14.88
01/01/2008 12:00:00 AM,Central,M,50 to 59,"27,471","8,556",31.15
01/01/2008 12:00:00 AM,Central,M,60 to 69,"18,366","9,458",51.5
01/01/2008 12:00:00 AM,Central,M,70 to 79,"9,999","6,936",69.37
01/01/2008 12:00:00 AM,Central,M,80 +,"5,122","3,856",75.28
01/01/2008 12:00:00 AM,Eastern,F,20 to 29,"7,981",169,2.12
01/01/2008 12:00:00 AM,Eastern,F,30 to 39,"9,173",818,8.92
01/01/2008 12:00:00 AM,Eastern,F,40 to 49,"12,470","2,623",21.03
01/01/2008 12:00:00 AM,Eastern,F,50 to 59,"13,766","5,325",38.68
01/01/2008 12:00:00 AM,Eastern,F,60 to 69,"10,501","6,352",60.49
01/01/2008 12:00:00 AM,Eastern,F,70 to 79,"6,649","5,102",76.73
01/01/2008 12:00:00 AM,Eastern,F,80 +,"5,558","4,649",83.65
01/01/2008 12:00:00 AM,Eastern,M,20 to 29,"8,393",158,1.88
01/01/2008 12:00:00 AM,Eastern,M,30 to 39,"9,036",749,8.29
01/01/2008 12:00:00 AM,Eastern,M,40 to 49,"12,072","2,346",19.43
01/01/2008 12:00:00 AM,Eastern,M,50 to 59,"13,649","4,994",36.59
01/01/2008 12:00:00 AM,Eastern,M,60 to 69,"10,374","5,869",56.57
01/01/2008 12:00:00 AM,Eastern,M,70 to 79,"5,753","4,093",71.15
01/01/2008 12:00:00 AM,Eastern,M,80 +,"2,944","2,226",75.61
01/01/2008 12:00:00 AM,Northern,F,20 to 29,"7,803",174,2.23
01/01/2008 12:00:00 AM,Northern,F,30 to 39,"9,507",769,8.09
01/01/2008 12:00:00 AM,Northern,F,40 to 49,"11,934","2,226",18.65
01/01/2008 12:00:00 AM,Northern,F,50 to 59,"12,053","4,400",36.51
01/01/2008 12:00:00 AM,Northern,F,60 to 69,"8,987","5,194",57.79
01/01/2008 12:00:00 AM,Northern,F,70 to 79,"5,691","4,230",74.33
01/01/2008 12:00:00 AM,Northern,F,80 +,"4,941","4,113",83.24
01/01/2008 12:00:00 AM,Northern,M,20 to 29,"7,789",159,2.04
01/01/2008 12:00:00 AM,Northern,M,30 to 39,"9,196",695,7.56
01/01/2008 12:00:00 AM,Northern,M,40 to 49,"11,687","2,165",18.52
01/01/2008 12:00:00 AM,Northern,M,50 to 59,"12,054","4,262",35.36
01/01/2008 12:00:00 AM,Northern,M,60 to 69,"9,026","4,958",54.93
01/01/2008 12:00:00 AM,Northern,M,70 to 79,"4,991","3,466",69.45
01/01/2008 12:00:00 AM,Northern,M,80 +,"2,702","2,070",76.61
01/01/2008 12:00:00 AM,Unknown,F,20 to 29,"10,538",91,0.86
01/01/2008 12:00:00 AM,Unknown,F,30 to 39,"7,185",337,4.69
01/01/2008 12:00:00 AM,Unknown,F,40 to 49,"6,253",667,10.67
01/01/2008 12:00:00 AM,Unknown,F,50 to 59,"5,026","1,287",25.61
01/01/2008 12:00:00 AM,Unknown,F,60 to 69,"3,403","1,589",46.69
01/01/2008 12:00:00 AM,Unknown,F,70 to 79,"1,785","1,209",67.73
01/01/2008 12:00:00 AM,Unknown,F,80 +,"1,611","1,271",78.9
01/01/2008 12:00:00 AM,Unknown,M,20 to 29,"9,815",101,1.03
01/01/2008 12:00:00 AM,Unknown,M,30 to 39,"6,689",357,5.34
01/01/2008 12:00:00 AM,Unknown,M,40 to 49,"6,011",730,12.14
01/01/2008 12:00:00 AM,Unknown,M,50 to 59,"4,587","1,119",24.4
01/01/2008 12:00:00 AM,Unknown,M,60 to 69,"3,098","1,358",43.83
01/01/2008 12:00:00 AM,Unknown,M,70 to 79,"1,539",935,60.75
01/01/2008 12:00:00 AM,Unknown,M,80 +,798,528,66.17
01/01/2008 12:00:00 AM,Western,F,20 to 29,"9,775",190,1.94
01/01/2008 12:00:00 AM,Western,F,30 to 39,"11,535",898,7.79
01/01/2008 12:00:00 AM,Western,F,40 to 49,"16,270","2,804",17.23
01/01/2008 12:00:00 AM,Western,F,50 to 59,"16,629","5,552",33.39
01/01/2008 12:00:00 AM,Western,F,60 to 69,"13,044","7,015",53.78
01/01/2008 12:00:00 AM,Western,F,70 to 79,"8,205","5,914",72.08
01/01/2008 12:00:00 AM,Western,F,80 +,"6,724","5,391",80.18
01/01/2008 12:00:00 AM,Western,M,20 to 29,"9,747",167,1.71
01/01/2008 12:00:00 AM,Western,M,30 to 39,"11,158",747,6.69
01/01/2008 12:00:00 AM,Western,M,40 to 49,"15,533","2,573",16.56
01/01/2008 12:00:00 AM,Western,M,50 to 59,"16,298","5,245",32.18
01/01/2008 12:00:00 AM,Western,M,60 to 69,"12,848","6,454",50.23
01/01/2008 12:00:00 AM,Western,M,70 to 79,"7,402","4,775",64.51
01/01/2008 12:00:00 AM,Western,M,80 +,"4,082","2,899",71.02
01/01/2009 12:00:00 AM,Central,F,20 to 29,"26,730",352,1.32
01/01/2009 12:00:00 AM,Central,F,30 to 39,"29,139","1,710",5.87
01/01/2009 12:00:00 AM,Central,F,40 to 49,"33,293","5,114",15.36
01/01/2009 12:00:00 AM,Central,F,50 to 59,"29,881","9,411",31.49
01/01/2009 12:00:00 AM,Central,F,60 to 69,"20,573","11,073",53.82
01/01/2009 12:00:00 AM,Central,F,70 to 79,"12,001","8,930",74.41
01/01/2009 12:00:00 AM,Central,F,80 +,"9,822","8,125",82.72
01/01/2009 12:00:00 AM,Central,M,20 to 29,"26,401",390,1.48
01/01/2009 12:00:00 AM,Central,M,30 to 39,"26,872","1,556",5.79
01/01/2009 12:00:00 AM,Central,M,40 to 49,"31,579","4,809",15.23
01/01/2009 12:00:00 AM,Central,M,50 to 59,"28,361","8,927",31.48
01/01/2009 12:00:00 AM,Central,M,60 to 69,"19,318","10,136",52.47
01/01/2009 12:00:00 AM,Central,M,70 to 79,"10,224","7,179",70.22
01/01/2009 12:00:00 AM,Central,M,80 +,"5,318","4,119",77.45
01/01/2009 12:00:00 AM,Eastern,F,20 to 29,"8,065",159,1.97
01/01/2009 12:00:00 AM,Eastern,F,30 to 39,"9,088",832,9.15
01/01/2009 12:00:00 AM,Eastern,F,40 to 49,"12,145","2,557",21.05
01/01/2009 12:00:00 AM,Eastern,F,50 to 59,"13,904","5,422",39
01/01/2009 12:00:00 AM,Eastern,F,60 to 69,"10,833","6,618",61.09
01/01/2009 12:00:00 AM,Eastern,F,70 to 79,"6,790","5,227",76.98
01/01/2009 12:00:00 AM,Eastern,F,80 +,"5,595","4,750",84.9
01/01/2009 12:00:00 AM,Eastern,M,20 to 29,"8,424",162,1.92
01/01/2009 12:00:00 AM,Eastern,M,30 to 39,"9,024",735,8.14
01/01/2009 12:00:00 AM,Eastern,M,40 to 49,"11,819","2,401",20.31
01/01/2009 12:00:00 AM,Eastern,M,50 to 59,"13,620","5,020",36.86
01/01/2009 12:00:00 AM,Eastern,M,60 to 69,"10,904","6,308",57.85
01/01/2009 12:00:00 AM,Eastern,M,70 to 79,"5,921","4,311",72.81
01/01/2009 12:00:00 AM,Eastern,M,80 +,"2,995","2,304",76.93
01/01/2009 12:00:00 AM,Northern,F,20 to 29,"7,827",169,2.16
01/01/2009 12:00:00 AM,Northern,F,30 to 39,"9,421",786,8.34
01/01/2009 12:00:00 AM,Northern,F,40 to 49,"11,756","2,229",18.96
01/01/2009 12:00:00 AM,Northern,F,50 to 59,"12,253","4,503",36.75
01/01/2009 12:00:00 AM,Northern,F,60 to 69,"9,410","5,491",58.35
01/01/2009 12:00:00 AM,Northern,F,70 to 79,"5,786","4,343",75.06
01/01/2009 12:00:00 AM,Northern,F,80 +,"4,981","4,215",84.62
01/01/2009 12:00:00 AM,Northern,M,20 to 29,"7,930",175,2.21
01/01/2009 12:00:00 AM,Northern,M,30 to 39,"9,100",710,7.8
01/01/2009 12:00:00 AM,Northern,M,40 to 49,"11,550","2,224",19.26
01/01/2009 12:00:00 AM,Northern,M,50 to 59,"12,176","4,431",36.39
01/01/2009 12:00:00 AM,Northern,M,60 to 69,"9,521","5,367",56.37
01/01/2009 12:00:00 AM,Northern,M,70 to 79,"5,075","3,619",71.31
01/01/2009 12:00:00 AM,Northern,M,80 +,"2,750","2,132",77.53
01/01/2009 12:00:00 AM,Unknown,F,20 to 29,"10,190",90,0.88
01/01/2009 12:00:00 AM,Unknown,F,30 to 39,"6,760",317,4.69
01/01/2009 12:00:00 AM,Unknown,F,40 to 49,"6,071",683,11.25
01/01/2009 12:00:00 AM,Unknown,F,50 to 59,"4,955","1,253",25.29
01/01/2009 12:00:00 AM,Unknown,F,60 to 69,"3,477","1,635",47.02
01/01/2009 12:00:00 AM,Unknown,F,70 to 79,"1,774","1,201",67.7
01/01/2009 12:00:00 AM,Unknown,F,80 +,"1,600","1,280",80
01/01/2009 12:00:00 AM,Unknown,M,20 to 29,"9,404",113,1.2
01/01/2009 12:00:00 AM,Unknown,M,30 to 39,"6,360",322,5.06
01/01/2009 12:00:00 AM,Unknown,M,40 to 49,"5,736",748,13.04
01/01/2009 12:00:00 AM,Unknown,M,50 to 59,"4,473","1,113",24.88
01/01/2009 12:00:00 AM,Unknown,M,60 to 69,"3,185","1,396",43.83
01/01/2009 12:00:00 AM,Unknown,M,70 to 79,"1,562",973,62.29
01/01/2009 12:00:00 AM,Unknown,M,80 +,815,549,67.36
01/01/2009 12:00:00 AM,Western,F,20 to 29,"9,792",180,1.84
01/01/2009 12:00:00 AM,Western,F,30 to 39,"11,415",911,7.98
01/01/2009 12:00:00 AM,Western,F,40 to 49,"15,877","2,802",17.65
01/01/2009 12:00:00 AM,Western,F,50 to 59,"16,972","5,655",33.32
01/01/2009 12:00:00 AM,Western,F,60 to 69,"13,662","7,444",54.49
01/01/2009 12:00:00 AM,Western,F,70 to 79,"8,323","6,042",72.59
